poem_name,poet_name,poem_number,line_number,english_pronounciation,Line_Original,meaning_of_line,tamil_meaning_of_line,tinai,Word_Original,Hierarchical_Entity_Tag,important_entity
Aiṅkuṟunūṟu,Unknown,33,25,ampiyai,மடமான் அமபினை மறியொடு திரங்க,"The young deer, with its fawn, withers with its mate...",மடமான் (இளம் மான்) அம்பினை (துணையுடன்) மறியொடு (குட்டியுடன்) திரங்க (வாட),Palai,அம்பினை,ANIMAL_MATE,no
Aiṅkuṟunūṟu,Unknown,33,25,maṟiyoṭu,மடமான் அமபினை மறியொடு திரங்க,"The young deer, with its fawn, withers with its mate...",மடமான் (இளம் மான்) அம்பினை (துணையுடன்) மறியொடு (குட்டியுடன்) திரங்க (வாட),Palai,மறியொடு,ANIMAL_FAWN_WITH,yes
Aiṅkuṟunūṟu,Unknown,33,25,tiraṅka,மடமான் அமபினை மறியொடு திரங்க,"The young deer, with its fawn, withers with its mate...",மடமான் (இளம் மான்) அம்பினை (துணையுடன்) மறியொடு (குட்டியுடன்) திரங்க (வாட),Palai,திரங்க,ACTION_WITHER,yes
Aiṅkuṟunūṟu,Unknown,33,26,nīr,நீர்மருங்கு அறுத்த நிரம்பா இயவின்,"On the path where water is scarce, insufficient...",நீர்மருங்கு (நீர் வழி) அறுத்த (அறுக்கப்பட்ட) நிரம்பா (நிரம்பாத) இயவின் (வழியில்),Palai,நீர்மருங்கு,WATER_COURSE,no
Aiṅkuṟunūṟu,Unknown,33,26,aṟutta,நீர்மருங்கு அறுத்த நிரம்பா இயவின்,"On the path where water is scarce, insufficient...",நீர்மருங்கு (நீர் வழி) அறுத்த (அறுக்கப்பட்ட) நிரம்பா (நிரம்பாத) இயவின் (வழியில்),Palai,அறுத்த,ACTION_CUT_OFF,yes
Aiṅkuṟunūṟu,Unknown,33,26,nirampā,நீர்மருங்கு அறுத்த நிரம்பா இயவின்,"On the path where water is scarce, insufficient...",நீர்மருங்கு (நீர் வழி) அறுத்த (அறுக்கப்பட்ட) நிரம்பா (நிரம்பாத) இயவின் (வழியில்),Palai,நிரம்பா,QUALITY_INSUFFICIENT,yes
Aiṅkuṟunūṟu,Unknown,33,26,iyaviṉ,நீர்மருங்கு அறுத்த நிரம்பா இயவின்,"On the path where water is scarce, insufficient...",நீர்மருங்கு (நீர் வழி) அறுத்த (அறுக்கப்பட்ட) நிரம்பா (நிரம்பாத) இயவின் (வழியில்),Palai,இயவின்,PATH_WAY,no
Aiṅkuṟunūṟu,Unknown,33,27,iṉṉā,இன்னா மன்ற சுரமே,"The desert is cruel, indeed...",இன்னா (துன்பம் தரும்) மன்ற (அல்லவோ?) சுரம் (சுரம்).,Palai,இன்னா,QUALITY_CRUEL,no
Aiṅkuṟunūṟu,Unknown,33,27,maṉṟa,இன்னா மன்ற சுரமே,"The desert is cruel, indeed...",இன்னா (துன்பம் தரும்) மன்ற (அல்லவோ?) சுரம் (சுரம்).,Palai,மன்ற,EMPHASIS_INDEED,yes
Aiṅkuṟunūṟu,Unknown,33,27,curamē,இன்னா மன்ற சுரமே,"The desert is cruel, indeed...",இன்னா (துன்பம் தரும்) மன்ற (அல்லவோ?) சுரம் (சுரம்).,Palai,சுரமே,LANDFORM_DESERT,yes
Aiṅkuṟunūṟu,Unknown,33,28,iṉiya,இனிய மறையான் ஒழிந்தோள் பண்பே.,"The sweet nature of the woman who did not hide, who remained.",இனிய (இனிய) மறையான் (மறைக்கமாட்டான்) ஒழிந்தோள் (மிஞ்சியவள்) பண்பு (இயல்பு).,Palai,இனிய,QUALITY_SWEET,no
Aiṅkuṟunūṟu,Unknown,33,28,maṟaiyāṉ,இனிய மறையான் ஒழிந்தோள் பண்பே.,"The sweet nature of the woman who did not hide, who remained.",இனிய (இனிய) மறையான் (மறைக்கமாட்டான்) ஒழிந்தோள் (மிஞ்சியவள்) பண்பு (இயல்பு).,Palai,மறையான்,ACTION_NOT_HIDE,yes
Aiṅkuṟunūṟu,Unknown,33,28,oẕintōḷ,இனிய மறையான் ஒழிந்தோள் பண்பே.,"The sweet nature of the woman who did not hide, who remained.",இனிய (இனிய) மறையான் (மறைக்கமாட்டான்) ஒழிந்தோள் (மிஞ்சியவள்) பண்பு (இயல்பு).,Palai,ஒழிந்தோள்,PERSON_REMAINING_SHE,yes
Aiṅkuṟunūṟu,Unknown,33,28,paṇpē,இனிய மறையான் ஒழிந்தோள் பண்பே.,"The sweet nature of the woman who did not hide, who remained.",இனிய (இனிய) மறையான் (மறைக்கமாட்டான்) ஒழிந்தோள் (மிஞ்சியவள்) பண்பு (இயல்பு).,Palai,பண்பே,QUALITY_NATURE,yes
Aiṅkuṟunūṟu,Unknown,33,29,poṟivarit,பொறிவரித் தடக்கை வேதல் அஞ்சிச்,"The spotted, large-handed (elephant), fearing to be pierced...",பொறிவரித் (புள்ளி வரி) தடக்கை (பெரிய கை) வேதல் (வேதனை) அஞ்சி (அஞ்சி),Palai,பொறிவரித்,ANIMAL_SPOTTED_STRIPED,yes
Aiṅkuṟunūṟu,Unknown,33,29,taṭakkai,பொறிவரித் தடக்கை வேதல் அஞ்சிச்,"The spotted, large-handed (elephant), fearing to be pierced...",பொறிவரித் (புள்ளி வரி) தடக்கை (பெரிய கை) வேதல் (வேதனை) அஞ்சி (அஞ்சி),Palai,தடக்கை,ANIMAL_LARGE_HANDED,yes
Aiṅkuṟunūṟu,Unknown,33,29,vētal,பொறிவரித் தடக்கை வேதல் அஞ்சிச்,"The spotted, large-handed (elephant), fearing to be pierced...",பொறிவரித் (புள்ளி வரி) தடக்கை (பெரிய கை) வேதல் (வேதனை) அஞ்சி (அஞ்சி),Palai,வேதல்,ACTION_PAIN,no
Aiṅkuṟunūṟu,Unknown,33,29,añcic,பொறிவரித் தடக்கை வேதல் அஞ்சிச்,"The spotted, large-handed (elephant), fearing to be pierced...",பொறிவரித் (புள்ளி வரி) தடக்கை (பெரிய கை) வேதல் (வேதனை) அஞ்சி (அஞ்சி),Palai,அஞ்சிச்,ACTION_FEARING,yes
Aiṅkuṟunūṟu,Unknown,33,30,ciṟukaṇ,சிறுகண் யானை நிலந்தொடல் செல்வா,"The small-eyed elephant, not going to touch the ground...",சிறுகண் (சிறிய கண்) யானை (யானை) நிலந்தொடல் (நிலம் தொடுதல்) செல்வா (செல்லாது),Palai,சிறுகண்,ANIMAL_SMALL_EYED_ELEPHANT,yes
Aiṅkuṟunūṟu,Unknown,33,30,yāṉai,சிறுகண் யானை நிலந்தொடல் செல்வா,"The small-eyed elephant, not going to touch the ground...",சிறுகண் (சிறிய கண்) யானை (யானை) நிலந்தொடல் (நிலம் தொடுதல்) செல்வா (செல்லாது),Palai,யானை,ANIMAL_ELEPHANT,yes
Aiṅkuṟunūṟu,Unknown,33,30,nilantoṭal,சிறுகண் யானை நிலந்தொடல் செல்வா,"The small-eyed elephant, not going to touch the ground...",சிறுகண் (சிறிய கண்) யானை (யானை) நிலந்தொடல் (நிலம் தொடுதல்) செல்வா (செல்லாது),Palai,நிலந்தொடல்,ACTION_GROUND_TOUCH,yes
Aiṅkuṟunūṟu,Unknown,33,30,celvā,சிறுகண் யானை நிலந்தொடல் செல்வா,"The small-eyed elephant, not going to touch the ground...",சிறுகண் (சிறிய கண்) யானை (யானை) நிலந்தொடல் (நிலம் தொடுதல்) செல்வா (செல்லாது),Palai,செல்வா,ACTION_NOT_GO,no
Aiṅkuṟunūṟu,Unknown,33,31,veyyṉ,வெயின்முளி சோலைய வேய்உயர் சுரனே,"In the forest where heat withers, the desert with tall bamboos...",வெயில் (வெயில்) முளி (முளைத்த) சோலைய (சோலை) வேய் (மூங்கில்) உயர் (உயர்ந்த) சுரம் (சுரம்).,Palai,வெயின்முளி,NATURE_HEAT_WITHERING,yes
Aiṅkuṟunūṟu,Unknown,33,31,cōlaiya,வெயின்முளி சோலைய வேய்உயர் சுரனே,"In the forest where heat withers, the desert with tall bamboos...",வெயில் (வெயில்) முளி (முளைத்த) சோலைய (சோலை) வேய் (மூங்கில்) உயர் (உயர்ந்த) சுரம் (சுரம்).,Palai,சோலைய,LANDFORM_GROVE,yes
Aiṅkuṟunūṟu,Unknown,33,31,vēyuyar,வெயின்முளி சோலைய வேய்உயர் சுரனே,"In the forest where heat withers, the desert with tall bamboos...",வெயில் (வெயில்) முளி (முளைத்த) சோலைய (சோலை) வேய் (மூங்கில்) உயர் (உயர்ந்த) சுரம் (சுரம்).,Palai,வேய்உயர்,PLANT_TALL_BAMBOO,yes
Aiṅkuṟunūṟu,Unknown,33,31,suraṉē,வெயின்முளி சோலைய வேய்உயர் சுரனே,"In the forest where heat withers, the desert with tall bamboos...",வெயில் (வெயில்) முளி (முளைத்த) சோலைய (சோலை) வேய் (மூங்கில்) உயர் (உயர்ந்த) சுரம் (சுரம்).,Palai,சுரனே,LANDFORM_DESERT,no
Aiṅkuṟunūṟu,Unknown,33,32,aṉṉa,அன்ன ஆர்இடை யானும்,Even in such difficult paths...,அன்ன (அப்படிப்பட்ட) ஆர்இடை (அரிய இடை) யானும் (தானும்),Palai,அன்ன,QUALITY_SUCH,no
Aiṅkuṟunūṟu,Unknown,33,32,āriṭai,அன்ன ஆர்இடை யானும்,Even in such difficult paths...,அன்ன (அப்படிப்பட்ட) ஆர்இடை (அரிய இடை) யானும் (தானும்),Palai,ஆர்இடை,PATH_DIFFICULT,yes
Aiṅkuṟunūṟu,Unknown,33,32,yāṉum,அன்ன ஆர்இடை யானும்,Even in such difficult paths...,அன்ன (அப்படிப்பட்ட) ஆர்இடை (அரிய இடை) யானும் (தானும்),Palai,யானும்,PRONOUN_I_ALSO,yes
Aiṅkuṟunūṟu,Unknown,33,33,taṇmai,தண்மை செய்தஇத் தகையோன் பண்பே.,The nature of this worthy man who gave coolness.,தண்மை (குளிர்ச்சி) செய்த (செய்த) இத் (இந்த) தகையோன் (தகைமையாளன்) பண்பு (இயல்பு).,Palai,தண்மை,QUALITY_COOLNESS,no
Aiṅkuṟunūṟu,Unknown,33,33,ceytait,தண்மை செய்தஇத் தகையோன் பண்பே.,The nature of this worthy man who gave coolness.,தண்மை (குளிர்ச்சி) செய்த (செய்த) இத் (இந்த) தகையோன் (தகைமையாளன்) பண்பு (இயல்பு).,Palai,செய்தஇத்,ACTION_DONE_THIS,yes
Aiṅkuṟunūṟu,Unknown,33,33,takaiyōṉ,தண்மை செய்தஇத் தகையோன் பண்பே.,The nature of this worthy man who gave coolness.,தண்மை (குளிர்ச்சி) செய்த (செய்த) இத் (இந்த) தகையோன் (தகைமையாளன்) பண்பு (இயல்பு).,Palai,தகையோன்,PERSON_WORTHY,yes
Aiṅkuṟunūṟu,Unknown,33,33,paṇpē,தண்மை செய்தஇத் தகையோன் பண்பே.,The nature of this worthy man who gave coolness.,தண்மை (குளிர்ச்சி) செய்த (செய்த) இத் (இந்த) தகையோன் (தகைமையாளன்) பண்பு (இயல்பு).,Palai,பண்பே,QUALITY_NATURE,yes
Aiṅkuṟunūṟu,Unknown,33,34,ṇuṇmaẕai,நுண்மழை தனித்தென நறுமலர் தாஅய்,"Like fine rain alone, fragrant flowers falling...",நுண்மழை (நுண்ணிய மழை) தனித்தென (தனியாக) நறுமலர் (நறுமலர்) தாஅய் (வீழ்ந்து),Palai,நுண்மழை,NATURE_FINE_RAIN,yes
Aiṅkuṟunūṟu,Unknown,33,34,taṉitteṉa,நுண்மழை தனித்தென நறுமலர் தாஅய்,"Like fine rain alone, fragrant flowers falling...",நுண்மழை (நுண்ணிய மழை) தனித்தென (தனியாக) நறுமலர் (நறுமலர்) தாஅய் (வீழ்ந்து),Palai,தனித்தென,STATE_ALONE_LIKE,no
Aiṅkuṟunūṟu,Unknown,33,34,naṟumalar,நுண்மழை தனித்தென நறுமலர் தாஅய்,"Like fine rain alone, fragrant flowers falling...",நுண்மழை (நுண்ணிய மழை) தனித்தென (தனியாக) நறுமலர் (நறுமலர்) தாஅய் (வீழ்ந்து),Palai,நறுமலர்,FLOWER_FRAGRANT,yes
Aiṅkuṟunūṟu,Unknown,33,34,tāay,நுண்மழை தனித்தென நறுமலர் தாஅய்,"Like fine rain alone, fragrant flowers falling...",நுண்மழை (நுண்ணிய மழை) தனித்தென (தனியாக) நறுமலர் (நறுமலர்) தாஅய் (வீழ்ந்து),Palai,தாஅய்,ACTION_FALL,yes
Aiṅkuṟunūṟu,Unknown,33,35,taṇṇiya,தண்ணிய வாயினும் வெய்ய மன்ற,"Even if (they) become cool, they are hot, indeed...",தண்ணிய (குளிர்ந்த) ஆயினும் (ஆனாலும்) வெய்ய (வெப்பம்) மன்ற (அல்லவோ?),Palai,தண்ணிய,QUALITY_COOL,no
Aiṅkuṟunūṟu,Unknown,33,35,vāyiṉum,தண்ணிய வாயினும் வெய்ய மன்ற,"Even if (they) become cool, they are hot, indeed...",தண்ணிய (குளிர்ந்த) ஆயினும் (ஆனாலும்) வெய்ய (வெப்பம்) மன்ற (அல்லவோ?),Palai,வாயினும்,ACTION_EVEN_IF_BECOME,yes
Aiṅkuṟunūṟu,Unknown,33,35,veyya,தண்ணிய வாயினும் வெய்ய மன்ற,"Even if (they) become cool, they are hot, indeed...",தண்ணிய (குளிர்ந்த) ஆயினும் (ஆனாலும்) வெய்ய (வெப்பம்) மன்ற (அல்லவோ?),Palai,வெய்ய,QUALITY_HOT,yes
Aiṅkuṟunūṟu,Unknown,33,35,maṉṟa,தண்ணிய வாயினும் வெய்ய மன்ற,"Even if (they) become cool, they are hot, indeed...",தண்ணிய (குளிர்ந்த) ஆயினும் (ஆனாலும்) வெய்ய (வெப்பம்) மன்ற (அல்லவோ?),Palai,மன்ற,EMPHASIS_INDEED,yes
Aiṅkuṟunūṟu,Unknown,33,36,maṭavaral,மடவரல் இந்துணை ஒழியக்,"Leaving this young woman, this companion...",மடவரல் (இளம் பெண்) இந்துணை (இத்துணை) ஒழிய (விட்டு),Palai,மடவரல்,PERSON_YOUNG_WOMAN,yes
Aiṅkuṟunūṟu,Unknown,33,36,iṉtuṇai,மடவரல் இந்துணை ஒழியக்,"Leaving this young woman, this companion...",மடவரல் (இளம் பெண்) இந்துணை (இத்துணை) ஒழிய (விட்டு),Palai,இந்துணை,RELATIONSHIP_THIS_COMPANION,no
Aiṅkuṟunūṟu,Unknown,33,36,oẕiyak,மடவரல் இந்துணை ஒழியக்,"Leaving this young woman, this companion...",மடவரல் (இளம் பெண்) இந்துணை (இத்துணை) ஒழிய (விட்டு),Palai,ஒழியக்,ACTION_LEAVE,yes
Aiṅkuṟunūṟu,Unknown,33,37,kaṭamutir,கடமுதிர் சோலைய காடிறத் தேற்கே.,For me who crossed the forest with mature kadamba trees.,கடமுதிர் (கடம்பு முதிர்ந்த) சோலைய (சோலை) காடு இறந்த (கடந்த) எனக்கு.,Palai,கடமுதிர்,TREE_KADAMBA_MATURE,yes
Aiṅkuṟunūṟu,Unknown,33,37,cōlaiya,கடமுதிர் சோலைய காடிறத் தேற்கே.,For me who crossed the forest with mature kadamba trees.,கடமுதிர் (கடம்பு முதிர்ந்த) சோலைய (சோலை) காடு இறந்த (கடந்த) எனக்கு.,Palai,சோலைய,LANDFORM_GROVE,yes
Aiṅkuṟunūṟu,Unknown,33,37,kāṭiṟat,கடமுதிர் சோலைய காடிறத் தேற்கே.,For me who crossed the forest with mature kadamba trees.,கடமுதிர் (கடம்பு முதிர்ந்த) சோலைய (சோலை) காடு இறந்த (கடந்த) எனக்கு.,Palai,காடிறத்,ACTION_CROSSED_FOREST,no
Aiṅkuṟunūṟu,Unknown,33,37,tēṟkē,கடமுதிர் சோலைய காடிறத் தேற்கே.,For me who crossed the forest with mature kadamba trees.,கடமுதிர் (கடம்பு முதிர்ந்த) சோலைய (சோலை) காடு இறந்த (கடந்த) எனக்கு.,Palai,தேற்கே,PRONOUN_FOR_ME,yes
Aiṅkuṟunūṟu,Unknown,33,38,āḷvaẕakku,ஆள்வழக்கு அற்ற பாழ்படு நனந்தலை,"The deserted place devoid of human traffic, desolate, vast...",ஆள்வழக்கு (மனித நடமாட்டம்) அற்ற (இல்லாத) பாழ்படு (பாழான) நனந்தலை (அகன்ற இடம்),Palai,ஆள்வழக்கு,CONCEPT_HUMAN_TRAFFIC,yes
Aiṅkuṟunūṟu,Unknown,33,38,aṟṟa,ஆள்வழக்கு அற்ற பாழ்படு நனந்தலை,"The deserted place devoid of human traffic, desolate, vast...",ஆள்வழக்கு (மனித நடமாட்டம்) அற்ற (இல்லாத) பாழ்படு (பாழான) நனந்தலை (அகன்ற இடம்),Palai,அற்ற,QUALITY_DEVOID,no
Aiṅkuṟunūṟu,Unknown,33,38,pāḻpaṭu,ஆள்வழக்கு அற்ற பாழ்படு நனந்தலை,"The deserted place devoid of human traffic, desolate, vast...",ஆள்வழக்கு (மனித நடமாட்டம்) அற்ற (இல்லாத) பாழ்படு (பாழான) நனந்தலை (அகன்ற இடம்),Palai,பாழ்படு,STATE_DESOLATE,yes
Aiṅkuṟunūṟu,Unknown,33,38,ṉaṉantalai,ஆள்வழக்கு அற்ற பாழ்படு நனந்தலை,"The deserted place devoid of human traffic, desolate, vast...",ஆள்வழக்கு (மனித நடமாட்டம்) அற்ற (இல்லாத) பாழ்படு (பாழான) நனந்தலை (அகன்ற இடம்),Palai,னந்தலை,PLACE_VAST,yes
Aiṅkuṟunūṟu,Unknown,33,39,vemmuṉai,வெம்முனை அருஞ்சுரம் நீந்தி,Swimming in the hot battlefield-like difficult desert...,வெம்முனை (வெப்பமான முனை) அருஞ்சுரம் (கொடிய சுரம்) நீந்தி (நீந்தி),Palai,வெம்முனை,LANDFORM_HOT_BATTLEFIELD_LIKE,yes
Aiṅkuṟunūṟu,Unknown,33,39,aruñcuram,வெம்முனை அருஞ்சுரம் நீந்தி,Swimming in the hot battlefield-like difficult desert...,வெம்முனை (வெப்பமான முனை) அருஞ்சுரம் (கொடிய சுரம்) நீந்தி (நீந்தி),Palai,அருஞ்சுரம்,LANDFORM_DIFFICULT_DESERT,yes
Aiṅkuṟunūṟu,Unknown,33,39,nīnti,வெம்முனை அருஞ்சுரம் நீந்தி,Swimming in the hot battlefield-like difficult desert...,வெம்முனை (வெப்பமான முனை) அருஞ்சுரம் (கொடிய சுரம்) நீந்தி (நீந்தி),Palai,நீந்தி,ACTION_SWIM,yes
Aiṅkuṟunūṟu,Unknown,33,40,nammoṭu,நம்மொடு மறுதரு வதுகொல் தானே,Will he himself return with us?,நம்மோடு மறுதருவதோ (திரும்பி வருவதோ) தானே?,Palai,நம்மொடு,PRONOUN_US_WITH,no
Aiṅkuṟunūṟu,Unknown,33,40,maṟutaru,நம்மொடு மறுதரு வதுகொல் தானே,Will he himself return with us?,நம்மோடு மறுதருவதோ (திரும்பி வருவதோ) தானே?,Palai,மறுதரு,ACTION_RETURN_COME,yes
Aiṅkuṟunūṟu,Unknown,33,40,vatukol,நம்மொடு மறுதரு வதுகொல் தானே,Will he himself return with us?,நம்மோடு மறுதருவதோ (திரும்பி வருவதோ) தானே?,Palai,வதுகொல்,ACTION_BECOME_QUESTION,yes
Aiṅkuṟunūṟu,Unknown,33,40,tāṉē,நம்மொடு மறுதரு வதுகொல் தானே,Will he himself return with us?,நம்மோடு மறுதருவதோ (திரும்பி வருவதோ) தானே?,Palai,தானே,PRONOUN_HE_HIMSELF,yes
Aiṅkuṟunūṟu,Unknown,33,41,ceṟitoṭi,செறிதொடி கழிந்துகு நிலைய வாக,"The tight bangles, having slipped off, becoming a state of falling...",செறிதொடி (இறுக்கமான தொடி) கழிந்துகு (நீங்கி) நிலைய (நிலை) ஆக (ஆக),Palai,செறிதொடி,ORNAMENT_TIGHT_BANGLE,yes
Aiṅkuṟunūṟu,Unknown,33,41,kaẕintuku,செறிதொடி கழிந்துகு நிலைய வாக,"The tight bangles, having slipped off, becoming a state of falling...",செறிதொடி (இறுக்கமான தொடி) கழிந்துகு (நீங்கி) நிலைய (நிலை) ஆக (ஆக),Palai,கழிந்துகு,ACTION_SLIPPED_OFF,no
Aiṅkuṟunūṟu,Unknown,33,41,nilaiya,செறிதொடி கழிந்துகு நிலைய வாக,"The tight bangles, having slipped off, becoming a state of falling...",செறிதொடி (இறுக்கமான தொடி) கழிந்துகு (நீங்கி) நிலைய (நிலை) ஆக (ஆக),Palai,நிலைய,STATE_CONDITION,yes
Aiṅkuṟunūṟu,Unknown,33,41,vāka,செறிதொடி கழிந்துகு நிலைய வாக,"The tight bangles, having slipped off, becoming a state of falling...",செறிதொடி (இறுக்கமான தொடி) கழிந்துகு (நீங்கி) நிலைய (நிலை) ஆக (ஆக),Palai,வாக,ACTION_BECOME,yes
Aiṅkuṟunūṟu,Unknown,33,42,oẕintōḷ,ஒழிந்தோள் கொண்டஎன் உரங்கெழு நெஞ்சே.,My strong heart that took the woman who remained.,ஒழிந்தோள் (மிஞ்சியவள்) கொண்ட (கொண்ட) என் உரங்கெழு (வலிமை நிறைந்த) நெஞ்சம்.,Palai,ஒழிந்தோள்,PERSON_REMAINING_SHE,yes
Aiṅkuṟunūṟu,Unknown,33,42,koṇṭaeṉ,ஒழிந்தோள் கொண்டஎன் உரங்கெழு நெஞ்சே.,My strong heart that took the woman who remained.,ஒழிந்தோள் (மிஞ்சியவள்) கொண்ட (கொண்ட) என் உரங்கெழு (வலிமை நிறைந்த) நெஞ்சம்.,Palai,கொண்டஎன்,ACTION_TOOK_MY,yes
Aiṅkuṟunūṟu,Unknown,33,42,uraṅkeḻu,ஒழிந்தோள் கொண்டஎன் உரங்கெழு நெஞ்சே.,My strong heart that took the woman who remained.,ஒழிந்தோள் (மிஞ்சியவள்) கொண்ட (கொண்ட) என் உரங்கெழு (வலிமை நிறைந்த) நெஞ்சம்.,Palai,உரங்கெழு,QUALITY_STRONG_ABOUNDING,yes
Aiṅkuṟunūṟu,Unknown,33,42,neñcē,ஒழிந்தோள் கொண்டஎன் உரங்கெழு நெஞ்சே.,My strong heart that took the woman who remained.,ஒழிந்தோள் (மிஞ்சியவள்) கொண்ட (கொண்ட) என் உரங்கெழு (வலிமை நிறைந்த) நெஞ்சம்.,Palai,நெஞ்சே,BODY_PART_HEART,no
Aiṅkuṟunūṟu,Unknown,33,43,ventuka,வெந்துக ளாகிய வெயிர்கடம் நீந்தி,"Having become burnt ash, swimming in the hot desert...",வெந்துகள் (வெந்த புழுதி) ஆகிய (ஆன) வெயிர்கடம் (வெப்ப சுரம்) நீந்தி (நீந்தி),Palai,வெந்துக,STATE_BURNT_ASH,no
Aiṅkuṟunūṟu,Unknown,33,43,ḷākiya,வெந்துக ளாகிய வெயிர்கடம் நீந்தி,"Having become burnt ash, swimming in the hot desert...",வெந்துகள் (வெந்த புழுதி) ஆகிய (ஆன) வெயிர்கடம் (வெப்ப சுரம்) நீந்தி (நீந்தி),Palai,ளாகிய,ACTION_BECAME,yes
Aiṅkuṟunūṟu,Unknown,33,43,veyirkaṭam,வெந்துக ளாகிய வெயிர்கடம் நீந்தி,"Having become burnt ash, swimming in the hot desert...",வெந்துகள் (வெந்த புழுதி) ஆகிய (ஆன) வெயிர்கடம் (வெப்ப சுரம்) நீந்தி (நீந்தி),Palai,வெயிர்கடம்,LANDFORM_HOT_DESERT,yes
Aiṅkuṟunūṟu,Unknown,33,43,nīnti,வெந்துக ளாகிய வெயிர்கடம் நீந்தி,"Having become burnt ash, swimming in the hot desert...",வெந்துகள் (வெந்த புழுதி) ஆகிய (ஆன) வெயிர்கடம் (வெப்ப சுரம்) नीந்தி (नीந்தி),Palai,நீந்தி,ACTION_SWIM,yes
Aiṅkuṟunūṟu,Unknown,33,44,vantaṉam,வந்தனம் ஆயினும் ஒழிகஇனிச் செலவே.,"Even if we have come, let the going cease now.",வந்தனம் (வந்தோம்) ஆயினும் (ஆனாலும்) ஒழிக (நீங்க) இனி (இனி) செலவு (பயணம்).,Palai,வந்தனம்,ACTION_CAME_WE,no
Aiṅkuṟunūṟu,Unknown,33,44,āyiṉum,வந்தனம் ஆயினும் ஒழிகஇனிச் செலவே.,"Even if we have come, let the going cease now.",வந்தனம் (வந்தோம்) ஆயினும் (ஆனாலும்) ஒழிக (நீங்க) இனி (இனி) செலவு (பயணம்).,Palai,ஆயினும்,CONJUNCTION_EVEN_IF,yes
Aiṅkuṟunūṟu,Unknown,33,44,oẕikaiṉic,வந்தனம் ஆயினும் ஒழிகஇனிச் செலவே.,"Even if we have come, let the going cease now.",வந்தனம் (வந்தோம்) ஆயினும் (ஆனாலும்) ஒழிக (நீங்க) இனி (இனி) செலவு (பயணம்).,Palai,ஒழிகஇனிச்,ACTION_CEASE_NOW,yes
Aiṅkuṟunūṟu,Unknown,33,44,celavē,வந்தனம் ஆயினும் ஒழிகஇனிச் செலவே.,"Even if we have come, let the going cease now.",வந்தனம் (வந்தோம்) ஆயினும் (ஆனாலும்) ஒழிக (நீங்க) இனி (இனி) செலவு (பயணம்).,Palai,செலவே,ACTION_JOURNEY,yes
Aiṅkuṟunūṟu,Unknown,33,45,aẕuta,அழுத கண்ணள் ஆய்நலம் சிதையக்,"With weeping eyes, her fine beauty perishing...",அழுத (அழுத) கண்ணள் (கண்கள்) ஆய்நலம் (அழகு) சிதைய (கெட),Palai,அழுத,ACTION_WEPT,yes
Aiṅkuṟunūṟu,Unknown,33,45,kaṇṇaḷ,அழுத கண்ணள் ஆய்நலம் சிதையக்,"With weeping eyes, her fine beauty perishing...",அழுத (அழுத) கண்ணள் (கண்கள்) ஆய்நலம் (அழகு) சிதைய (கெட),Palai,கண்ணள்,BODY_PART_EYED_SHE,yes
Aiṅkuṟunūṟu,Unknown,33,45,āy̮nalam,அழுத கண்ணள் ஆய்நலம் சிதையக்,"With weeping eyes, her fine beauty perishing...",அழுத (அழுத) கண்ணள் (கண்கள்) ஆய்நலம் (அழகு) சிதைய (கெட),Palai,ஆய்நலம்,QUALITY_FINE_BEAUTY,yes
Aiṅkuṟunūṟu,Unknown,33,45,citaiyak,அழுத கண்ணள் ஆய்நலம் சிதையக்,"With weeping eyes, her fine beauty perishing...",அழுத (அழுத) கண்ணள் (கண்கள்) ஆய்நலம் (அழகு) சிதைய (கெட),Palai,சிதையக்,ACTION_PERISH,no
Aiṅkuṟunūṟu,Unknown,33,46,katirteṟu,கதிர்தெறு வஞ்சுரம் நினைக்கும்,Thinking of the hot desert struck by rays...,கதிர்தெறு (கதிர் தாக்கும்) வஞ்சுரம் (கொடிய சுரம்) நினைக்கும் (நினைக்கும்),Palai,கதிர்தெறு,NATURE_RAY_STRUCK,yes
Aiṅkuṟunūṟu,Unknown,33,46,vañcuram,கதிர்தெறு வஞ்சுரம் நினைக்கும்,Thinking of the hot desert struck by rays...,கதிர்தெறு (கதிர் தாக்கும்) வஞ்சுரம் (கொடிய சுரம்) நினைக்கும் (நினைக்கும்),Palai,வஞ்சுரம்,LANDFORM_CRUEL_DESERT,yes
Aiṅkuṟunūṟu,Unknown,33,46,ṉiṉaikkum,கதிர்தெறு வஞ்சுரம் நினைக்கும்,Thinking of the hot desert struck by rays...,கதிர்தெறு (கதிர் தாக்கும்) வஞ்சுரம் (கொடிய சுரம்) நினைக்கும் (நினைக்கும்),Palai,னினைக்கும்,ACTION_THINK,yes
Aiṅkuṟunūṟu,Unknown,33,47,avirkol,அவிர்கொல் ஆய்தொடி உள்ளத்துப் படரே.,Does the shining fine-bangled one have sorrow in her heart?,அவிர்கொல் (விளங்குமோ) ஆய்தொடி (அழகிய தொடி) உள்ளத்து (மனதில்) படர் (துன்பம்).,Palai,அவிர்கொல்,ACTION_SHINE_QUESTION,no
