"இறைவன்,DIVINE_BEING"
"ஆழ்ச்சி,DEPTH"
"போக்கும்,REMOVE"
"உரனுடை,STRENGTH_HAVING"
"நோன்பகட்டு,STRONG_BULL"
"அன்ன,LIKE"
"எங்கோன்,OUR_KING"
"வலன்இரங்கு,RIGHT_RESOUND"
"முரசின்,DRUM"
"வாய்வாள்,TRUTHFUL_SWORD"
"வளவன்,VALAVAN"
"வெயில்மறைக்,SUN_HIDE"
"கொண்ட,TOOK"
"உரு,FORM"
"கெழு,HAVING"
"சிறப்பின்,GLORY"
"மாலை,EVENING"
"வெண்குடை,WHITE_UMBRELLA"
"ஒக்குமால்,LIKE"
"எனவே,THUS"
"மலைந்தோரும்,THOSE_WORE"
"பணிந்தோரும்,THOSE_BOWED"
"எறிச்சிலூர்,ERICHILUR்"
"மாடலன்,MAADALAN"
"மதுரைக்குமரனார்,MADURAIKUMARANAR"
"இலவந்திகைப்,ILAVANTHIGAI"
"பள்ளித்,PALLI"
"துஞ்சிய,SLEPT"
"நலங்கிள்ளி,NALANKILLI"
"சேட்சென்னி,CHOLA"
"கொண்டைக்,HAIR_KNOT"
"கூழை,HAIR"
"தண்டழைக்,STAFF"
"கடைசியர்,TAILORS"
"சிறுமாண்,SMALL_EXCELLENT"
"நெய்தல்,NEYDAL"
"ஆம்பலொடு,WITH_AMPA"
"கட்கும்,CHURN"
"மலங்கு,CONFUSED"
"மிளிர்,SHINE"
"செறுவின்,FIELD"
"தளம்புதடிந்திட்ட,REMOVED_SLUSH"
"பழன,MEADOW"
"வாளைப்,VAALAI_FISH"
"பரூஉக்கண்,LARGE_EYE"
"துணியல்,CLOTH"
"புதுநெல்,NEW_RICE"
"வெண்சோற்றுக்,WHITE_RICE"
"கண்ணுறை,COVER"
"ஆக,BEING"
"விலாப்புடை,SIDE"
"மருங்கு,SIDE"
"விசிப்ப,SWELL"
"மாந்தி,DRINK"
"நீடுகதிர்க்,LONG_RAY"
"கழனிச்,FIELD"
"சூடுதடு,HEAT_BLOCK"
"மாறும்,CHANGE"
"வன்கை,HARD_HAND"
"வினைஞர்,CRAFTSMEN"
"புன்தலைச்,POOR_HEADED"
"சிறாஅர்,CHILDREN"
"தெங்குபடு,COCONUT_FALL"
"வியன்பழம்,WIDE_FRUIT"
"முனையின்,EDGE"
"தந்தையர்,FATHERS"
"குறைக்கண்,SHORT_EYE"
"நெடுபோர்,LONG_WAR"
"ஏறி,CLIMB"
"விசைத்தெழுந்து,SPRING_UP"
"செழுங்கோட்,RICH_BRANCH"
"பெண்ணை,PALMYRA"
"பழந்தொட,FRUIT_TOUCH"
"முயலும்,TRY"
"வைகல்,DAY"
"யாணர்,RENEWAL"
"நன்னாட்டுப்,GOOD_COUNTRY"
"பொருநன்,WARRIOR"
"எகு,ARROW"
"விளங்கு,SHINE"
"தடக்கை,LARGE_HAND"
"இயல்தேர்ச்,CHARIOT"
"சென்னி,CHOLA"
"சிலைத்தார்,BOWMEN"
"அகலம்,CHEST"
"மலைக்குநர்,THOSE_ADMIRE"
"உளர்எனின்,IF_EXIST"
"தாமறிகுவர்தமக்கு,THEY_KNOW_FOR_THEMSELVES"
"உறுதி,GOOD"
"யாம்,WE"
"அவன்,HE"
"எழுஉறழ்,RISING_MIX"
"திணிதோள்,STRONG_SHOULDER"
"வழுவின்றி,FLAWLESS"
"மலைந்தோர்,THOSE_WORE"
"வாழ,LIVE"
"கண்டன்றும்,SAW"
"இலமே,NOT"
"தாழாது,WITHOUT_DELAY"
"திருந்தடி,PERFECT_FOOT"
"பொருந்த,JOIN"
"வல்லோர்,THOSE_ABLE"
"வருந்த,SUFFER"
"காண்டல்,SEEING"
"அதனினும்,THAN_THAT"
"இலமே,NOT"
"கழாத்தலையார்,KAZHATHALAIYAR"
"குடக்கோ,KUDAKKO"
"நெடுஞ்சேரலாதன்,NEDUNCHERALATHAN"
"வேற்பறடக்கைப்,NAME"
"பெருவிறற்,GREAT_VICTORY"
"கிள்ளி,KILLI"
"போர்ப்புறத்துப்,WAR_OUTSIDE"
"பொருது,FIGHTING"
"வீழ்ந்த,FELL"
"காலை,TIME"
"வருதார்,COMING_GARLAND"
"தாங்கி,SUPPORT"
"அமர்,BATTLE"
"மிகல்,VICTORY"
"யாவது,WHAT"
"பொருது,FIGHTING"
"ஆண்டு,THERE"
"ஒழிந்த,LEFT"
"மைந்தர்,WARRIORS"
"புண்,WOUND"
"தொட்டு,TOUCH"
"குருதிச்,BLOOD"
"செங்கை,RED_HAND"
"கூந்தல்,HAIR"
"தீட்டி,APPLY"
"நிறம்,COLOR"
"கிளர்,SHINE"
"உருவின்,FORM"
"பேஎய்ப்,GHOST"
"பெண்டிர்,WOMEN"
"எடுத்தெறி,THROW"
"அனந்தற்,PATH"
"பறைச்சீர்,DRUM_SOUND"
"தூங்க,WAVE"
"பருந்து,EAGLE"
"அருந்துற்ற,EATING"
"தானையொடு,WITH_ARMY"
"செருமுனிந்து,WAR_ANGRY"
"அறத்தின்,RIGHTEOUSNESS"
"மண்டிய,ABOUNDED"
"மறப்போர்,VALIANT_WAR"
"வேந்தர்,KINGS"
"தாம்மாய்ந்தனரே,THEY_DIED"
"குடை,UMBRELLA"
"துளங்கினவே,SHAKEN"
"உரைசால்,FAMOUS"
"சிறப்பின்,GLORY"
"முரசு,DRUM"
"ஒழிந்தனவே,LEFT"
"பன்னூறு,HUNDREDS"
"அடுக்கிய,ARRANGED"
"வேறுபடு,DIFFERENT"
"பைஞ்ஞிலம்,GREEN_FIELD"
"இடம்கெட,PLACE_PERISH"
"ஈண்டிய,GATHERED"
"வியன்கண்,WIDE_EYED"
"பாசறை,CAMP"
"களங்கொளற்கு,TO_TAKE_BATTLEFIELD"
"உரியோர்,FIT_PEOPLE"
"இன்றி,WITHOUT"
"தெறுவர,ANNOY"
"உடன்,TOGETHER"
"வீழ்ந்தன்றால்,FELL"
"அமரே,BATTLE"
"பெண்டிரும்,WOMEN"
"பாசடகு,RAFT"
"மிசையார்,NOT_ON_TOP"
"பனிநீர்,COLD_WATER"
"மூழ்கார்,NOT_DIVE"
"மார்பகம்,CHEST"
"பொருந்தி,JOINING"
"ஆங்கு,THERE"
"அமைந்தன்றே,SUITED"
"வாடாப்,UNFADING"
"பூவின்,FLOWER"
"இமையா,UNWINKING"
"நாட்டத்து,GAZE"
"நாற்ற,FRAGRANCE"
"உணவினோரும்,THOSE_WHO_EAT"
"ஆற்ற,GREATLY"
"அரும்பெறல்,RARE"
"உலகம்,WORLD"
"நிறைய,FULL"
"விருந்துபெற்றனரால்,GOT_FEAST"
"பொலிக,FLOURISH"
"நும்புகழே,YOUR_FAME"
"வேற்பறடக்கைப்,NAME"
"பெருவிறற்,GREAT_VICTORY"
"கிள்ளி,KILLI"
"பொருது,FIGHTING"
"களத்தில்,BATTLEFIELD"
"வீழ்ந்த,FELL"
"போது,TIME"
"எனைப்பல்,HOW_MANY"
"யானையும்,ELEPHANTS"
"அம்பொடு,WITH_ARROW"
"துளங்கி,SHAKE"
"விளைக்கும்,PRODUCE"
"வினையின்றி,DEED_WITHOUT"
"படை,ARMY"
"ஒழிந்தனவே,LEFT"
"விறற்புகழ்,VICTORY_FAME"
"மாண்ட,EXCELLENT"
"புரவி,HORSES"
"எல்லாம்,ALL"
"மறத்தகை,VALOUR_NATURE"
"மைந்தரொடு,WITH_WARRIORS"
"ஆண்டுப்பட்டனவே,THERE_DIED"
"தேர்தர,CHARIOT_GIVE"
"வந்த,CAME"
"சான்றோர்,NOBLES"
"எல்லாம்,ALL"
"தோல்கண்,SHIELD_EYE"
"மறைப்ப,HIDE"
"ஒருங்கு,TOGETHER"
"மாய்ந்தனரே,DIED"
"விசித்து,TIED"
"வினைமாண்ட,WORK_EXCELLENT"
"மயிர்க்கண்,HAIR_EYE"
"முரசம்,DRUM"
"பொறுக்குநர்,THOSE_ENDURE"
"இன்மையின்,ABSENCE"
"இருந்துவிளிந்தனவே,STAYED_DIED"
"சாந்தமை,SANDAL"
"மார்பின்,CHEST"
"நெடுவேல்,LONG_SPEAR"
"பாய்ந்தென,PIERCED"
"வேந்தரும்,KINGS"
"பொருது,FIGHTING"
"களத்து,BATTLEFIELD"
"ஒழிந்தனர்,LEFT"
"இனியே,NOW"
"என்னாவதுகொல்,WHAT_WILL_HAPPEN"
"தானே,ITSELF"
"கழனி,FIELD"
"ஆம்பல்,AMPA"
"வள்ளி,CREEPER"
"தொடிக்கை,WITH_BANGLED_HAND"
"மகளிர்,WOMEN"
"பாசவல்,KNEADED_RICE"
"முக்கி,PRESS"
"தண்புனல்,COOL_WATER"
"பாயும்,SPRING"
"யாணர்,RENEWAL"
"அறாஅ,UNCEASING"
"வைப்பின்,REGION"
"காமர்,BEAUTIFUL"
"கிடக்கை,POSITION"
"அவர்,THEIR"
"அகன்றலை,WIDE_HEAD"
"நாடே,COUNTRY"
"நெடும்பல்லியத்தனார்,NEDUMBALLIYATHANAR"
"அருமிளை,DIFFICULT_FOREST"
"இருக்கை,SEAT"
"யதுவே,IT_IS"
"மனைவியும்,WIFE"
"வேட்டச்சிறாஅர்,DEAR_CHILDREN"
"சேட்புலம்,DISTANT_LAND"
"படராது,NOT_GOING"
"படைமடைக்,WEAPON_LOCK"
"கொண்ட,TOOK"
"குறுந்தாள்,SHORT_LEG"
"உடும்பின்,LIZARD"
"விழுக்குநிணம்,GOOD_FAT"
"பெய்த,PLACED"
"தயிர்க்கண்,CURD_EYE"
"மிதவе,RAFT"
"யாணர்,RENEWAL"
"நல்லவை,GOOD"
"பாணரொடு,WITH_BARDS"
"ஓராங்கு,TOGETHER"
"வருவிருந்து,COMING_GUEST"
"அயரும்,ENTERTAIN"
"விருப்பினள்,DESIRE"
"கிழவனும்,LORD"
"அருஞ்சமம்,DIFFICULT_BATTLE"
"ததையத்,BEATEN"
"தாக்கி,ATTACK"
"பெருஞ்சமத்து,GREAT_BATTLE"
"அண்ணல்,LORD"
"யானை,ELEPHANT"
"அணிந்த,ADORNED"
"பொன்செய்,GOLD_MADE"
"ஓடைப்,WATER"
"பெரும்பரிசிலனே,GREAT_BARD"
"நல்யாழ்,GOOD_YAAZH"
"ஆகுளி,AGULI"
"பதலையொடு,WITH_PADALAI"
"சுருக்கி,SHORTEN"
"செல்லா,NOT_GO"
"மோதில்,IF"
"சில்வளை,FEW_BANGLES"
"விறலி,DANCER"
"களிற்றுக்கணம்,ELEPHANT_HERD"
"பொருத,FOUGHT"
"கண்ணகன்,WIDE_EYED"
"பறந்தலை,BATTLEFIELD"
"விசும்பு,SKY"
"ஆடு,PLAY"
"எருவை,VULTURE"
"புசுந்தடி,EAT"
"தடுப்ப,STOP"
"பகைப்புலம்,ENEMY_LAND"
"மரீஇய,ACCEPTED"
"தகைப்பெருஞ்சிறப்பின்,DIGNIFIED_GREAT_GLORY"
"குடுமிக்,CRESTED"
"கோமாற்,KING"
"கண்டு,SEEING"
"நெடுநீர்ப்,LONG_WATER"
"புற்கை,PITTED"
"நீத்தனம்,LEFT"
"வரற்கே,FOR_COMING"
"நாணமும்,SHAME"
"பாசமும்,AFFECTION"
"பெருஞ்சேரலாதன்,PERUNCHERALATHAN"
"கரிகாற்,KARIKALA"
"பெருவளத்தானோடு,WITH_PERUVALATHAN"
"பொருது,FIGHTING"
"புறப்புண்பட்டு,WOUNDED_BACK"
"வடக்கிருந்தபோது,SITTING_NORTH"
"கையறுநிலை,HELPLESS_STATE"
"புறப்புண்பட்டோர்,THOSE_WOUNDED_BACK"
"நாணி,ASHAMED"
"வடக்கிருந்து,SITTING_NORTH"
"உயிர்விடும்,SUICIDE"
"மரபு,CUSTOM"
"மண்முழா,EARTH_DRUM"
"மறப்ப,FORGET"
"பண்யாழ்,TUNE_YAAZH"
"மறப்ப,FORGET"
"இருங்கண்,DARK_EYE"
"குழிசி,POT"
"கவிழ்ந்து,INVERT"
"இழுது,GHEE"
"பறப்ப,FLY"
"சுரும்பு,BEES"
"ஊஆர்,TASTE"
"தேறல்,CLEAR_DRINK"
"சுற்றம்,KIN"
"மறப்ப,FORGET"
"உழவர்,FARMERS"
"ஓதை,NOISE"
"மறப்ப,FORGET"
"விழவும்,FESTIVAL"
"அகலுள்,WIDE"
"ஆங்கண்,THERE"
"சீறூர்,SMALL_VILLAGE"
"மறப்ப,FORGET"
"உவவுத்,BEAUTIFUL"
"தலைவந்த,HEAD_COME"
"பெருநாள்,GREAT_DAY"
"அமையத்து,TIME"
"இருசுடர்,TWO_LIGHTS"
"தம்முள்,AMONG_THEMSELVES"
"நோக்கி,LOOKING"
"ஒருசுடர்,ONE_LIGHT"
"புன்கண்,SORROW"
"மாலை,EVENING"
"மலை,MOUNTAIN"
"மறைந்தாங்கு,HIDDEN_LIKE"
"தன்போல்,LIKE_HIM"
"வேந்தன்,KING"
"முன்பு,STRENGTH"
"குறித்து,AIMING"
"எறிந்த,STRUCK"
"புறப்புண்,BACK_WOUND"
"நாணி,ASHAMED"
"மறத்தகை,VALOUR_NATURE"
"மன்னன்,KING"
"வாள்,SWORD"
"வடக்கிருந்தனன்,SAT_NORTH"
"ஈங்கு,HERE"
"நாள்போல்,LIKE_DAY"
"கழியல,PASS"
"ஞாயிற்றுப்,SUN"
"பகலே,DAY"
"வெண்ணிக்,VENNIK"
"குயத்தியார்,KUYATHIYAR"
"கரிகாற்,KARIKALA"
"பெருவளத்தான்,PERUVALATHAN"
"நளியிரு,DEEP_GREAT"
"முந்நீர்,SEA"
"நாவாய்,SHIP"
"ஓட்டி,DRIVE"
"வளிதொழில்,WIND_WORK"
"ஆண்ட,RULED"
"உரவோன்,STRONG_ONE"
"மருக,OFFSPRING"
"களியியல்,JOY_NATURE"
"யானை,ELEPHANT"
"கரிகால்,KARIKALA"
"வளவ,VALAVAN"
"சென்று,GOING"
"அமர்க்கடந்த,CROSSED_BATTLE"
"நின்ஆற்றல்,YOUR_ABILITY"
"தோன்ற,APPEAR"
"வென்றோய,VICTORIOUS"
"நின்னினும்,THAN_YOU"
"நல்லன்,GOOD"
"அன்றே,NOT"
"கலிகொள்,NOISE_HAVING"
"யாணர்,RENEWAL"
"வெண்ணிப்,VENNI"
"பறந்தலை,BATTLEFIELD"
"மிக,VERY"
"புகழ்,FAME"
"உலகம்,WORLD"
"எய்தி,ATTAIN"
"புறப்புண்,BACK_WOUND"
"நாணி,ASHAMED"
"வடக்கிருந்தோனே,HE_SAT_NORTH"
"பிசிராந்தையார்,PISIRANTHAIYAR"
"கோப்பெருஞ்சோழன்,KOPERUNCHOLAN"
"அன்னச்,SWAN"
"சேவல்,COCK"
"ஆடுகொள்,PLAY_TAKE"
"வென்றி,VICTORY"
"அடுபோர்,FIERCE_WAR"
"அண்ணல்,LORD"
"நாடு,COUNTRY"
"தலை,HEAD"
"அளிக்கும்,GIVES"
"ஒண்முகம்,BRIGHT_FACE"
"போல,LIKE"
"கோடுகூடு,LINE_JOIN"
"மதியம்,MOON"
"முகிழ்நிலா,BUD_MOON"
"விளங்கும்,SHINE"
"மையல்,CONFUSION"
"மாலை,EVENING"
"யாம்,WE"
"கையறுபு,HELPLESS"
"இனைய,GRIEVE"
"குமரிஅம்,KUMARI_BEAUTIFUL"
"பெருந்துறை,GREAT_GHAT"
"அயிரை,AIRAI_FISH"
"மாந்தி,EAT"
"வடமலை,NORTH_MOUNTAIN"
"பெயர்குவை,WILL_GO"
"ஆயின்,IF"
"இடையது,MIDDLE"
"சோழநன்னாட்டுப்,CHOLA_GOOD_LAND"
"படினே,IF_ENTER"
"கோழி,COCK"
"உயர்நிலை,HIGH_PLACE"
"மாடத்து,IN_MANSION"
"குறும்பறை,SMALL_DRUM"
"அசைஇ,SOUND"
"வாயில்,DOOR"
"விடாது,WITHOUT_LEAVING"
"கோயில்,TEMPLE"
"புக்கு,ENTERING"
"எம்,OUR"
"பெருங்கோக்கிள்ளி,GREAT_KING_KILLI"
"கேட்க,HEAR"
"இரும்பிசிர்,GREAT_PISIR"
"ஆந்தை,OWL"
"அடியுறை,FOOT_STAY"
"எனினே,IF_SAY"
"மாண்ட,EXCELLENT"
"இன்புறு,JOYFUL"
"பேடை,FEMALE_BIRD"
"அணியத்,ADORN"
"தன்,ITS"
"அன்புறு,LOVING"
"நன்கலம்,GOOD_VESSEL"
"நல்குவன்,WILL_GIVE"
"நினக்கே,TO_YOU"
"மறவரும்,WARRIORS"
"மறக்களிரும்,WAR_ELEPHANTS"
"பாணாற்றுப்படை,BARD_GUIDE"
"உடும்பு,LIZARD"
"உரித்தன்ன,PEELED_LIKE"
"என்பு,BONE"
"எழு,RISE"
"மருங்கின்,SIDE"
"கடும்பின்,FAMILY"
"கடும்பசி,SEVERE_HUNGER"
"களையுநர்க்,THOSE_REMOVE"
"காணாது,NOT_SEEING"
"சில்செவித்து,FEW_EARED"
"ஆகிய,BECOME"
"கேள்வி,LEARNING"
"நொந்துநொந்து,GRIEVING_GRIEVING"
"ஈங்கு,HERE"
"எவன்,WHAT"
"செய்தியோ,DEED"
"பாண,SINGER"
"பூண்சுமந்த,ORNAMENT_CARRIED"
"அம்,BEAUTIFUL"
"பகட்டு,MALE"
"எழிலிய,BEAUTIFUL"
"செம்பொறி,RED_SPOT"
"ஆகத்து,CHEST"
"மென்மையின்,SOFTNESS"
"மகளிர்க்கு,TO_WOMEN"
"வணங்கி,BOWING"
"வன்மையின்,STRENGTH"
"ஆடவர்ப்,MEN"
"பிணிக்கும்,TIE"
"பீடுகெழு,MAJESTIC"
"நெடுந்தகை,GREAT_LORD"
"புனிறுதீர்,NEWBORN_REMOVED"
"குழவிக்கு,TO_CHILD"
"இலிற்றுமுலை,SUCKLING_BREAST"
"போல,LIKE"
"சுரந்த,FLOWED"
"காவிரி,KAVERI"
"மரங்கொல்,TREE_KILL"
"மலிநீர்,ABUNDANT_WATER"
"மன்பதை,PEOPLE"
"புரக்கும்,PROTECT"
"நன்னாட்டுப்,GOOD_COUNTRY"
"பொருநன்,WARRIOR"
"உட்பகை,INSIDE_ENMITY"
"ஒருதிறம்பட்டென,ONE_SIDE_OBTAINED"
"புட்பகைக்கு,OUTSIDE_ENMITY"
"ஏவான்,NOT_COMMAND"
"ஆகலின்,BECAUSE"
"சாவோம்யாம்,WE_WILL_DIE"
"என,SAY"
"நீங்கா,INSEPARABLE"
"மறவர்,WARRIORS"
"வீங்குதோள்,SWOLLEN_SHOULDER"
"புடைப்ப,PAT"
"தணிபறை,COOL_DRUM"
"அறையும்,BEAT"
"அணிகொள்,ORNAMENT_TAKE"
"தேர்வழிக்,CHARIOT_PATH"
"கடுங்கண்,CRUEL_EYE"
"பருகுநர்,DRINKERS"
"நடுங்குகை,TREMBLING_HAND"
"உகத்த,DROP"
"நறுஞ்சேறு,SWEET_JUICE"
"ஆடிய,BATHED"
"வறுந்தலை,EMPTY_HEAD"
"யானை,ELEPHANT"
"நெடுனகர்,LONG_PALACE"
"வரைப்பின்,ENCLOSURE"
"படுமுழா,SOUNDING_DRUM"
"ஓர்க்கும்,HEAR"
"உறந்தையோனே,LORD_OF_URAIYUR"
"குருசில்,LORD"
"பிறன்கடை,OTHERS_DOOR"
"மறப்ப,FORGET"
"நல்குவன்,WILL_GIVE"
"செலினே,IF_GO"
"ஆலந்தூர்,ALANTHUR"
"கிழார்,POET"
"பாணாற்றுப்படை,BARD_GUIDE"
"கையது,HAND_HAVING"
"கடன்,DUTY"
"நிறை,FULL"
"யாழே,YAAZH"
"மெய்யது,BODY_HAVING"
"புரவலர்,PATRONS"
"இன்மையின்,ABSENCE"
"பசியே,HUNGER"
"அரையது,WAIST_HAVING"
"வேற்றிழை,FOREIGN_JEWEL"
"நுழைந்த,ENTERED"
"வேர்நனை,ROOT_WET"
"சிதாஅர்,RAGGED_CLOTH"
"ஓம்பி,PROTECTING"
"உடுத்த,WORE"
"உயவற்,POOR"
"பாண,SINGER"
"பூட்கை,NATURE"
"இல்லோன்,POOR"
"யாக்கை,BEING"
"போல,LIKE"
"பெரும்புல்,GREAT_GRASS"
"என்ற,CALLED"
"இரும்பேரொக்கலை,GREAT_FAMILY"
"வையகம்,WORLD"
"முழுவதுடன்,WHOLLY"
"வளைப்ப,SURROUND"
"பையென,SLOWLY"
"என்னை,ME"
"வினவுதிஆயின்,IF_ASK"
"மன்னர்,KINGS"
"அடுகளிறு,KILLING_ELEPHANT"
"உயவும்,GRIEVE"
"கொடிகொள்,FLAG_HAVING"
"பாசறை,CAMP"
"குருதிப்பரப்பின்,BLOOD_SPREAD"
"கோட்டுமா,TUSKED_ANIMAL"
"தொலைச்சி,DESTROYING"
"புலாக்களம்,DEAD_BODY_FIELD"
"செய்த,DONE"
"கலாஅத்,NOT_MIXED"
"தானையன்,WITH_ARMY"
"பிறங்குநிலை,HIGH_PLACE"
"மாடத்து,MANSION"
"உறந்தையோனே,LORD_OF_URAIYUR"
"பொருநர்க்கு,TO_WARRIORS"
"ஓங்கிய,HIGH"
"வேலன்,SPEARMAN"
"ஒருநிலை,ONE_PLACE"
"பகைப்புலம்,ENEMY_LAND"
"படர்தலும்,GOING"
"உரியன்,FIT"
"தகைத்தார்,ORNAMENTED_GARLAND"
"ஒள்ளெரி,BRIGHT_FIRE"
"புரையும்,LIKE"
"உரு,FORM"
"கெழு,HAVING"
"புசும்பூண்,PUSHUPOON"
"கிள்ளிவளவற்,KILLIVALAVAN"
"படர்குவை,GO"
"ஆயின்,IF"
"நெடுங்கடை,LONG_DOOR"
"நிற்றலும்,STANDING"
"இலையே,NOT"
"கடும்பகல்,HOT_DAY"
"தேர்வீசு,CHARIOT_THROW"
"இருக்கை,SEAT"
"ஆர,FULL"
"நோக்கி,LOOKING"
"நீ,YOU"
"அவற்,HIM"
"கண்ட,SAW"
"பின்றை,AFTER"
"பூவின்,FLOWER"
"ஆடுவண்டு,DANCING_BEE"
"இமிராத்,NOT_BUZZ"
"தாமரை,LOTUS"
"சூடாய்,WILL_WEAR"
"ஆதல்,BEING"
"அதனினும்,THAN_THAT"
"இலையே,NOT"
"குளிர்நீரும்,COLD_WATER"
"குறையாத,NOT_DECREASING"
"சோறும்,RICE"
"கோவூர்,PERFORMER"
"அழகியார்,BEAUTIFUL"
"தேஎம்,COUNTRY"
"தீந்தொடை,SWEET_BOW"
"சீறியாழ்ப்,SMALL_YAAZH"
"பாண,SINGER"
"கயத்து,IN_TANK"
"வாழ்யாமை,LIVING_TURTLE"
"காழ்கோத்தன்ன,WOOD_THREADED_LIKE"
"நுண்கோல்,THIN_STICK"
"தகைத்த,NATURE"
"தெண்கண்,CLEAR_EYE"
"மாக்கிணை,GREAT_KINAI_DRUM"
"இனிய,SWEET"
"காணκ,SEE"
"இவண்,HERE"
"தணிக,COOL"
"என,SAY"
"கூறி,SAYING"
"வினவல்,ASKING"
"ஆனா,CEASELESS"
"முதுவாய்,OLD_MOUTHED"
"இரவல,BEGGAR"
"தைத்திங்கள்,THAI_MONTH"
"தண்கயம்,COOL_TANK"
"போல,LIKE"
"கொளக்கொள,TAKE_TAKE"
"குறைபடாக்,NOT_DECREASING"
"கூழுடை,FOOD_HAVING"
"வியனகர்,WIDE_HOUSE"
"அடுதீ,COOKING_FIRE"
"அல்லது,EXCEPT"
"சுடுதீ,BURNING_FIRE"
"அறியாது,NOT_KNOWING"
"இருமருந்து,GREAT_MEDICINE"
"விளைக்கும்,PRODUCE"
"நன்னாட்டுப்,GOOD_COUNTRY"
"பொருநன்,WARRIOR"
"கிள்ளிவளவன்,KILLIVALAVAN"
"நல்லிசை,GOOD_FAME"
"உள்ளி,THINKING"
"நாற்ற,FRAGRANCE"
"நாட்டத்து,IN_GAZE"
"அறுகாற்,SIX_LEGGED"
"பறவை,BIRD"
"சிறுவெள்ளாம்பல்,SMALL_WHITE_AMPA"
"ஞாங்கர்,SIDE"
"ஊதும்,BLOW"
"கைவளீகைப்,HAND_GENEROUS"
"பண்ணன்,PANNAN"
"சிறுகுடிப்,SMALL_FAMILY"
"பாதிரி,PAATHIRI"
"கமழும்,FRAGRANT"
"ஓதி,SMELLING"
"ஒண்ணுதல்,BRIGHT_FOREHEAD"
"இன்னகை,SWEET_SMILE"
"விறலியொடு,WITH_DANCER"
"மென்மெல,SOFTLY_SOFTLY"
"இயலிச்,WALKING"
"செல்வைஆயின்,IF_YOU_GO"
"செல்வை,GO"
"ஆகுவை,WILL_BE"
"விறகுஒய்மாக்கள்,FIREWOOD_GATHERERS"
"பொன்பெற்றன்ன,GOT_GOLD_LIKE"
"தலைப்பாடு,LEAD_SONG"
"அன்று,NOT"
"அவன்ஈகை,HIS_GIFT"
"நினைக்க,TO_THINK"
"வேண்டா,NO_NEED"
"வாழ்க,LIVE"
"அவன்தாளே,HIS_FEET"
"இவளையும்,HER"
"பிரிவேன்,WILL_SEPARATE"
"ஒல்லையூர்,OLLAIYUR"
"தந்த,GAVE"
"பூதப்பாண்டியன்,BOOTHAPANDIYAN"
"வஞ்சினக்,VANJINAM"
"காஞ்சி,KANCHI"
"மடங்கலின்,FROG"
"சினைஇ,ANGER"
"மடங்கா,UNSUBMISSIVE"
"உள்ளத்து,HEART"
"அடங்காத்,UNCONTROLLED"
"தானை,ARMY"
"வேந்தர்,KINGS"
"உடங்கு,TOGETHER"
"இயைந்து,JOINED"
"என்னொடு,WITH_ME"
"பொருந்தும்,WILL_JOIN"
"என்ப,SAY"
"அவரை,THEM"
"ஆரமர்,BATTLE"
"அலற,SCREAM"
"தாக்கி,ATTACK"
"தேரொடு,WITH_CHARIOT"
"அவர்ப்புறம்,THEIR_BACK"
"காணேன்ஆயின்,IF_NOT_SEE"
"சிறந்த,EXCELLENT"
"பேரமர்,GREAT_BATTLE"
"உண்கண்,PAINTED_EYE"
"இவளினும்,THAN_HER"
"பிரிக,SEPARATE"
"அறன்நிலை,RIGHTEOUSNESS_STATE"
"திரிய,DEVIATE"
"அன்பின்,LOVE"
"அவையத்து,IN_COURT"
"திறன்இல்,SKILL_NOT"
"ஒருவனை,ONE"
"நாட்டி,ESTABLISH"
"முறை,JUSTICE"
"திரிந்து,DEVIATE"
"மெலிகோல்,WEAK_SCEPTRE"
"செய்தேன்,I_DID"
"ஆகுக,BE"
"மலிபுகழ்,ABUNDANT_FAME"
"வையை,VAIYAI"
"சூழ்ந்த,SURROUNDED"
"வலங்கெழு,STRENGTH_HAVING"
"வைப்பின்,REGION"
"பொய்யா,NOT_FALSE"
"யாணர்,RENEWAL"
"மையற்,MAIN"
"கோமான்,KING"
"மாவனும்,MAVANAN"
"மன்எயில்,METAL_FORT"
"ஆந்தையும்,ANDHAI"
"உரைசால்,FAMOUS"
"அந்துவஞ்சாத்தனும்,ANDHUVANSATHAN"
"ஆதன்அழிசியும்,ATHANALIZHIYAN"
"வெஞ்சின,FIERCE_ANGER"
"இயக்கனும்,YAKKAN"
"உளப்பட,INCLUDING"
"பிறரும்,OTHERS"
"கண்போல்,EYE_LIKE"
"நண்பிற்,FRIENDSHIP"
"கேளிரொடு,WITH_RELATIVES"
"கலந்த,JOINED"
"இன்களி,SWEET_JOY"
"மகிழ்நகை,JOYFUL_SMILE"
"இழுக்கிய,LOST"
"யான்,I"
"ஒன்றோ,ONE"
"மன்பதை,PEOPLE"
"காக்கும்,PROTECT"
"நீள்குடி,LONG_FAMILY"
"சிறந்த,EXCELLENT"
"தென்புலம்,SOUTHERN_REGION"
"காவலின்,PROTECTION"
"ஒரிஇ,LEAVING"
"பிறர்,OTHERS"
"வன்புலங்,DRY_LAND"
"காவலின்,PROTECTION"
"மாறி,CHANGE"
"யான்,I"
"பிறக்கே,BEHIND"
"தலையாலங்கானத்துச்,THALAIALANGANATHU"
"செருவென்ற,VICTORIOUS"
"நெடுஞ்செழியன்,NEDUNCHEZHIYAN"
"நகுதத்தனரே,THOSE_WHO_LAUGH"
"நாடு,COUNTRY"
