text,label
"புல்லல் ஓம்பு"" என்றது உடையரோ? மெல்ல",ETTUTHOGAI
"முயங்கு, நின் முள் எயிறு உண்கும். எவன் கொலோ?",ETTUTHOGAI
மாயப் பொதுவன் உரைத்த உரை எல்லாம்,ETTUTHOGAI
"வாய் ஆவது ஆயின், தலைப்பட்டாம்; பொய் ஆயின்",ETTUTHOGAI
"சாயல் இன் மார்பில், கமழ் தார் குழைத்த நின்",ETTUTHOGAI
ஆய் இதழ் உண் கண் பசப்பத் தட மென் தோள்,ETTUTHOGAI
சாயினும் ஏஎர் உடைத்து.,ETTUTHOGAI
"113  நலம் மிக நந்திய நய வரு தட மென் தோள்,",ETTUTHOGAI
"அலமரல் அமர் உண் கண், அம் நல்லாய்! நீ உறீஇ,",ETTUTHOGAI
உலமரல் உயவு நோய்க்கு உய்யும் ஆறு உரைத்துச் செல்.,ETTUTHOGAI
"பேர் ஏமுற்றார் போல, முன் நின்று, விலக்குவாய்",ETTUTHOGAI
யார் - எல்லா! நின்னை அறிந்ததூ உம் இல் வழி?,ETTUTHOGAI
"தளிர் இயால்! என் அறிதல் வேண்டின், பகை அஞ்சாப்",ETTUTHOGAI
"புல் இனத்து ஆயர் மகனேன், மற்று யான்.",ETTUTHOGAI
"புல் இனத்து ஆயனை நீ ஆயின், குடம் சுட்டு",ETTUTHOGAI
"நல் இனத்து ஆயர், எமர்.",ETTUTHOGAI
"நின்னொடு சொல்லின், ஏதமோ இல்லை மன்;",ETTUTHOGAI
ஏதம் அன்று எல்லை வருவான் விடு.,ETTUTHOGAI
உடம்பட்டு நீப்பார் கிளவி மடம் பட்டு.,ETTUTHOGAI
"மெல்லிய ஆதல் அறியினும், மெல்லியால்!",ETTUTHOGAI
"நின் மொழி கொண்டு, யானோ விடுவேன்? - மற்று என் மொழி கொண்டு",ETTUTHOGAI
என் நெஞ்சம் ஏவல் செயின்?,ETTUTHOGAI
"'நெஞ்சு ஏவல் செய்யாது' என நின்றாய்க்கு, 'எஞ்சிய",ETTUTHOGAI
காதல் கொள் காமம் கலக்குற' ஏதிலார்,ETTUTHOGAI
பொய்ம் மொழி தேறுவது என்?,ETTUTHOGAI
"தெளிந்தேன், தெரி இழாய்! யான்.",ETTUTHOGAI
"பல் கால், யாம் கான் யாற்று அவிர் மணல் தண் பொழில்,",ETTUTHOGAI
"அல்கல் அகல் அறை, ஆயமொடு ஆடி,",ETTUTHOGAI
"முல்லை குருந்தொடு முச்சி வேய்ந்து, எல்லை",ETTUTHOGAI
இரவு உற்றது; இன்னும் கழிப்பி; அரவு உற்று,ETTUTHOGAI
"உருமின் அதிரும் குரல் போல், பொரு முரண்",ETTUTHOGAI
"நல் ஏறு நாகு உடன் நின்றன,",ETTUTHOGAI
பல் ஆன் இன நிரை நாம் உடன் செலற்கே.,ETTUTHOGAI
"114  வாரி, நெறிப்பட்டு, இரும் புறம் தாஅழ்ந்த",ETTUTHOGAI
ஓரிப் புதல்வன் அழுதனன் என்பவோ...,ETTUTHOGAI
"புதுவ மலர் தைஇ, எமர் என் பெயரால்,",ETTUTHOGAI
"வதுவை அயர்வாரை கண்டு, 'மதி அறியா",ETTUTHOGAI
"ஏழையை' என்று அகல நக்கு, வந்தீயாய், நீ",ETTUTHOGAI
தோழி! - அவன் உழைச் சென்று,ETTUTHOGAI
சென்று யான் அறிவேன்; கூறுக. மற்று இனி.,ETTUTHOGAI
'சொல் அறியாப் பேதை - மடவை! - மற்று எல்லா!,ETTUTHOGAI
நினக்கு ஒரூஉம்; மற்று என்று அகல் அகலும்; நீடு இன்று;,ETTUTHOGAI
நினக்கு வருவதாக் காண்பாய். அனைத்து ஆகச்,ETTUTHOGAI
சொல்லிய சொல்லும் வியம் கொளக் கூறு.,ETTUTHOGAI
"தரு மணல் தாழப் பெய்து, இல் பூவல் ஊட்டி,",ETTUTHOGAI
"எருமைப் பெடையோடு, எமர் ஈங்கு அயரும்",ETTUTHOGAI
பெரு மணம் எல்லாம் தனித்தே ஒழிய,ETTUTHOGAI
வரி மணல் முன்துறைச் சிற்றில் புனைந்த,ETTUTHOGAI
திரு நுதல் ஆயத்தார் தம்முள் புணர்ந்த,ETTUTHOGAI
ஒரு மணம் தான் அறியும்; ஆயின் எனைத்தும்,ETTUTHOGAI
தெருமரல் கைவிட்டு இருக்கோ... அலர்ந்த,ETTUTHOGAI
விரி நீர் உடுக்கை உலகம் பெறினும்,ETTUTHOGAI
அரு நெறி ஆயர் மகளிர்க்கு,ETTUTHOGAI
இரு மணம் கூடுதல் இல் இயல்பு அன்றே?,ETTUTHOGAI
"115  தோழி! நாம், காணாமை உண்ட கடும் கள்ளை, மெய் கூர",ETTUTHOGAI
நாணாது சென்று நடுங்க உரைத்தாங்குக்,ETTUTHOGAI
"கரந்ததூஉம் கையொடு கோள் பட்டாம், கண்டாய்; நம்",ETTUTHOGAI
புல் இனத்து ஆயர் மகன் சூடி வந்தது ஓர்,ETTUTHOGAI
"முல்லை ஒரு காழும் கண்ணியும், மெல்லியால்!",ETTUTHOGAI
கூந்தலுள் பெய்து முடித்தேன் மன்; தோழி! யாய்,ETTUTHOGAI
"வெண்ணெய் உரைஇ விரித்த கதுப்போடே,",ETTUTHOGAI
"அன்னையும் அத்தனும் இல்லரா, யாய் நாண,",ETTUTHOGAI
அன்னை முன் வீழ்ந்தன்று அப் பூ.,ETTUTHOGAI
அதனை வினவலும் செய்யாள்; சினவலும் செய்யாள்;,ETTUTHOGAI
"நெருப்புக் கை தொட்டவர் போல விதிர்த்திட்டு,",ETTUTHOGAI
"நீங்கிப்புறங்கடை போயினாள். யானும், என்",ETTUTHOGAI
"சாந்து உளர் கூழை முடியா, நிலம் தாழ்ந்த",ETTUTHOGAI
"பூம் கரை நீலம் தழீஇத், தளர்பு ஒல்கிப்,",ETTUTHOGAI
"பாங்கரும் கானத்து ஒளித்தேன். - அதற்கு, எல்லா",ETTUTHOGAI
"அஞ்சல் - அவன் கண்ணி நீ புனைந்தாய் ஆயின், நமரும்",ETTUTHOGAI
அவன் கண் அடை சூழ்ந்தார் நின்னை. அகல் கண்,ETTUTHOGAI
"வரைப்பில் மணல் தாழப் பெய்து, திரைப்பில்",ETTUTHOGAI
வதுவையும் ஈங்கே அயர்ப; அதுவே யாம்,ETTUTHOGAI
அல்கலும் சூழ்ந்த வினை!,ETTUTHOGAI
116  பாங்கு அரும் பாட்டம் கால் கன்றொடு செல்வேம் எம்,ETTUTHOGAI
"தாம்பின் ஒரு தலை பற்றினை, ஈங்கு எம்மை",ETTUTHOGAI
முன்னை நின்றாங்கே விலக்கிய எல்லா! நீ,ETTUTHOGAI
என்னையே முற்றாய் விடு.,ETTUTHOGAI
"விடேஎன்; தொடீஇய செல்வார்த் துமித்து, எதிர் மண்டும்",ETTUTHOGAI
கடு வய நாகு போல் நோக்கித் தொழு வாயில்,ETTUTHOGAI
நீங்கிச் சினவுவாய் மற்று.,ETTUTHOGAI
"நீ நீங்கு, கன்று சேர்ந்தார்கண் கத ஈற்று ஆ சென்றாங்கு",ETTUTHOGAI
வன்கண்ணள் ஆய் வரல் ஓம்பு;,ETTUTHOGAI
"யாய் வருக ஒன்றோ, பிறர் வருக; மற்று நின்",ETTUTHOGAI
"கோ வரினும் இங்கே வருக; தளரேன் யான்,",ETTUTHOGAI
நீ அருளி நல்க பெறின்.,ETTUTHOGAI
"நின்னை யான் சொல்லினவும் பேணாய், நினைஇ",ETTUTHOGAI
"கனை பெயல் ஏற்றின் தலை சாய்த்து, எனையதூஉம்",ETTUTHOGAI
"மாறு எதிர் கூறி, மயக்குப்படுகுவாய்!",ETTUTHOGAI
"கலத்தொடு யாம் செல்வுழி நாடிப், புலத்தும்",ETTUTHOGAI
வருவையால் - நாண் இலி! நீ.,ETTUTHOGAI
"117  மாண உருக்கிய நல் பொன் மணி உறீஇ,",ETTUTHOGAI
பேணித் துடைத்தன்ன மேனியாய்! கோங்கின்,ETTUTHOGAI
"முதிரா இள முகை ஒப்ப, எதிரிய",ETTUTHOGAI
"தொய்யில் பொறித்த வன முலையாய்! மற்று, நின்",ETTUTHOGAI
கையது எவன்? மற்று உரை.,ETTUTHOGAI
'கையதை - சேரிக் கிழவன் மகளேன் யான்; மற்று இ·து ஓர்,ETTUTHOGAI
மாதர்ப் புலைத்தி விலை ஆகச் செய்தது ஓர்,ETTUTHOGAI
போழில் புனைந்த வரிப் புட்டில்' - 'புட்டில் உள் என் உள?,ETTUTHOGAI
காண்தக்காய்! என் காட்டிக் காண்.',ETTUTHOGAI
"காண், இனி; தோட்டார் கதுப்பின் என் தோழி அவரொடு",ETTUTHOGAI
"காட்டுச் சார் கொய்த சிறு முல்லை, மற்று இவை.",ETTUTHOGAI
முல்லை இவை ஆயின் - முற்றிய கூழையாய்!,ETTUTHOGAI
எல்லிற்றுப் போழ்து ஆயின் - ஈதோளிக் கண்டேனால்;,ETTUTHOGAI
"'செல்' என்று நின்னை விடுவேன், யான்; மற்று எனக்கு",ETTUTHOGAI
"மெல்லியது, ஓராது அறிவு.",ETTUTHOGAI
"118  வெல் புகழ் மன்னவன், விளங்கிய ஒழுக்கத்தால்,",ETTUTHOGAI
"நல் ஆற்றின் உயிர் காத்து, நடுக்கு அறத் தான் செய்த",ETTUTHOGAI
"தொல் வினைப் பயன் துய்ப்ப, துறக்கம் வேட்டு எழுந்தாற்போல்",ETTUTHOGAI
"பல் கதிர் ஞாயிறு பகல் ஆற்றி மலை சேர,",ETTUTHOGAI
"ஆனாது கலுழ் கொண்ட உலகத்து, மற்று அவன்",ETTUTHOGAI
"ஏனையான் அளிப்பான் போல், இகல் இருள் மதி சீப்பக்,",ETTUTHOGAI
குடை நிழல் ஆண்டாற்கும் ஆளிய வருவாற்கும்,ETTUTHOGAI
"இடை நின்ற காலம் போல், இறுத்தந்த மருள் மாலை!",ETTUTHOGAI
"மாலை நீ - தூ அறத் துறந்தாரை நினைத்தலின், கயம் பூத்த",ETTUTHOGAI
போது போல் குவிந்த என் எழில் நலம் எள்ளுவாய்;,ETTUTHOGAI
"ஆய் சிறை வண்டு ஆர்ப்ப, சினைப் பூ போல் தளை விட்ட",ETTUTHOGAI
காதலர்ப் புணர்ந்தவர் காரிகை கடிகல்லாய்.,ETTUTHOGAI
மாலை நீ - தை எனக் கோவலர் தனிக் குழல் இசை கேட்டு,ETTUTHOGAI
பையென்ற நெஞ்சத்தேம் பக்கம் பாராட்டுவாய்;,ETTUTHOGAI
"செவ்வழி யாழ் நரம்பு அன்ன கிளவியார் பாராட்டும்,",ETTUTHOGAI
பொய் தீர்ந்த புணர்ச்சியுள் புது நலம் கடிகல்லாய்.,ETTUTHOGAI
மாலை நீ - தகை மிக்க தாழ் சினைப் பதி சேர்ந்து புள் ஆர்ப்பப்,ETTUTHOGAI
பகை மிக்க நெஞ்சத்தேம் புன்மை பாராட்டுவாய்;,ETTUTHOGAI
தகை மிக்க புணர்ச்சியார் தாழ் கொடி நறு முல்லை,ETTUTHOGAI
"முகை முகம் திறந்தன்ன, முறுவலும் கடிகல்லாய்.",ETTUTHOGAI
"மாலையும் அலரும் நோனாது, எம் வயின்",ETTUTHOGAI
"நெந் சமும் எஞ்சும்மன் தில்ல - எஞ்சி,",ETTUTHOGAI
"உள்ளாது அமைந்தோர், உள்ளும்,",ETTUTHOGAI
உள் இல் உள்ளம் உள் உள் உவந்தே.,ETTUTHOGAI
119  அகல் ஞாலம் விளக்கும் தன் பல் கதிர் வாய் ஆக,ETTUTHOGAI
"பகல் நுங்கியது போலப் படு சுடர் கல் சேர,",ETTUTHOGAI
"இகல் மிகு நேமியான் நிறம் போல இருள் இவர,",ETTUTHOGAI
"நிலவுக் காண்பது போல அணி மதி ஏர்தரக்,",ETTUTHOGAI
கண் பாயல் பெற்ற போல் கணைக் கால மலர் கூம்பத்,ETTUTHOGAI
"தம் புகழ் கேட்டார் போல் தலை சாய்த்து மரம் துஞ்ச,",ETTUTHOGAI
முறுவல் கொள்பவை போல முகை அவிழ்பு புதல் நந்தச்,ETTUTHOGAI
"சிறு வெதிர் குழல் போலச் சுரும்பு இமிர்ந்து இம்மெனப்,",ETTUTHOGAI
"பறவை தம் பார்ப்பு உள்ளக், கறவை தம் பதி வயின்",ETTUTHOGAI
"கன்று அமர் விருப்பொடு மன்று நிறை புகுதர,",ETTUTHOGAI
"மா வதி சேர, மாலை வாள் கொள",ETTUTHOGAI
"அந்தி அந்தணர் எதிர்கொள, அயர்ந்து",ETTUTHOGAI
செந்தீச் செவ் அழல் தொடங்க - வந்ததை,ETTUTHOGAI
வால் இழை மகளிர் உயிர் பொதி அவிழ்க்கும்,ETTUTHOGAI
மாலை என்மனார் மயங்கியோரே!,ETTUTHOGAI
"120  அருள் தீர்ந்த காட்சியான், அறன் நோக்கான், நயம் செய்யான்",ETTUTHOGAI
"வெருவுற உய்த்தவன் நெஞ்சம் போல், பைபய",ETTUTHOGAI
"இருள் தூர்பு, புலம்பு ஊரக், கனை சுடர் கல் சேர",ETTUTHOGAI
உரவுத் தகை மழுங்கித் தன் இடும்பையால் ஒருவனை,ETTUTHOGAI
"இரப்பவன் நெஞ்சம் போல் புல்லென்று, புறம் மாறிக்",ETTUTHOGAI
"கரப்பவன் நெஞ்சம் போல், மரம் எல்லாம் இலை கூம்பத்",ETTUTHOGAI
"தோற்றம் சால் செக்கருள் பிறை நுதி எயிறு ஆக,",ETTUTHOGAI
"நால் திசையும் நடுக்குறூஉம் மடங்கல் காலைக்,",ETTUTHOGAI
"கூற்று நக்கது போலும், உட்குவரு கடு மாலை!",ETTUTHOGAI
மாலை நீ - உள்ளம் கொண்டு அகன்றவர் துணை தாராப் பொழுதின் கண்,ETTUTHOGAI
"வெள்ள மான் நிறம் நோக்கி கணை தொடுக்கும் கொடியான் போல்,",ETTUTHOGAI
அல்லற்பட்டு இருந்தாரை அயர்ப்பிய வந்தாயோ?,ETTUTHOGAI
"மாலை நீ - ஈரம் இல் காதலர் இகந்து, அருளா இடன் நோக்கிப்",ETTUTHOGAI
"போர் தொலைந்து இருந்தாரைப் பாடு எள்ளி நகுவார் போல்,",ETTUTHOGAI
ஆர் அஞர் உற்றாரை அணங்கிய வந்தாயோ?,ETTUTHOGAI
மாலை நீ - கந்து ஆதல் சான்றவர் களைதாராப் பொழுதின் கண்,ETTUTHOGAI
"வெந்தது ஓர் புண்ணின் கண் வேல் கொண்டு நுழைப்பான் போல்,",ETTUTHOGAI
காய்ந்த நோய் உழப்பாரைக் கலக்கிய வந்தாயோ?,ETTUTHOGAI
இடன் இன்று அலைத்தரும் இன்னா செய் மாலை,ETTUTHOGAI
துனி கொள் துயர் தீர காதலர் துனை தர,ETTUTHOGAI
மெல்லியான் பருவத்து மேல் நின்ற கடும் பகை,ETTUTHOGAI
"ஒல்லென நீக்கி, ஒருவாது காத்து ஓம்பும்",ETTUTHOGAI
"நல் இறை தோன்றக், கெட்டாங்கு",ETTUTHOGAI
இல்லாகின்றால் இருள் அகத்து ஒளித்தே.,ETTUTHOGAI
"121  ஒள் சுடர் கல் சேர, உலகு ஊரும் தகையது,",ETTUTHOGAI
"தெள் கடல் அழுவத்துத் திரை நீக்கா எழுதரூஉம்,",ETTUTHOGAI
"தண் கதிர் மதியத்து அணி நிலா நிறைத்தரப்,",ETTUTHOGAI
"புள் இனம் இரை மாந்திப் புகல் சேர, ஒலி ஆன்று,",ETTUTHOGAI
வள் இதழ் கூம்பிய மணி மருள் இரும் கழி,ETTUTHOGAI
பள்ளி புக்கது போலும் பரப்பு நீர்த் தண் சேர்ப்ப!,ETTUTHOGAI
தாங்க அரும் காமத்தைத் தணந்து நீ புறம் மாறத்,ETTUTHOGAI
தூங்கு நீர் இமிழ் திரை துணை ஆகி ஒலிக்குமே,ETTUTHOGAI
"உறையொடு வைகிய போது போல், ஒய்யென,",ETTUTHOGAI
நிறை ஆனாது இழிதரூஉம் நீர் நீந்து கண்ணாட்கு;,ETTUTHOGAI
"வாராய் நீ புறம் மாற, வருந்திய மேனியாட்கு,",ETTUTHOGAI
ஆர் இருள் துணை ஆகி அசை வளி அலைக்குமே,ETTUTHOGAI
"கமழ் தண் தாது உதிர்ந்து உக, ஊழ் உற்ற கோடல் வீ",ETTUTHOGAI
"இதழ் சோரும் குலை போல, இறை நீவு வளையாட்கு;",ETTUTHOGAI
"இன் துணை நீ நீப்ப, இரவின் உள் துணை ஆகித்,",ETTUTHOGAI
தன் துணை பிரிந்து அயாஅம் தனி குருகு உசாவுமே,ETTUTHOGAI
ஒள் சுடர் ஞாயிற்று விளக்கத்தான் ஒளி சாம்பும்,ETTUTHOGAI
"நண்பகல் மதியம் போல், நலம் சாய்ந்த அணியாட்கு;",ETTUTHOGAI
"எறி திரை தந்திட, இழிந்த மீன் இன் துறை",ETTUTHOGAI
"மறி திரை வருந்தாமல் கொண்டாங்கு, நெறி தாழ்ந்து,",ETTUTHOGAI
சாயினள் வருந்தியாள் இடும்பை,ETTUTHOGAI
பாய் பரிக் கடு திண் தேர் களையினோ இடனே.,ETTUTHOGAI
"122  'கோதை ஆயமும் அன்னையும் அறிவுறப்,",ETTUTHOGAI
"போது எழில் உண் கண் புகழ் நலன் இழப்பக்,",ETTUTHOGAI
"காதல் செய்து அருளாது துறந்தார் மாட்டு, ஏது இன்றிச்,",ETTUTHOGAI
சிறிய துனித்தனை; துன்னா செய்து அமர்ந்தனை;,ETTUTHOGAI
பலவு நூறு அடுக்கினை; இனைபு ஏங்கி அழுதனை;,ETTUTHOGAI
அலவலை உடையை' என்றி - தோழீ !,ETTUTHOGAI
மாண் எழில் மாதர் மகளிரோடு அமைந்து அவன்,ETTUTHOGAI
"காணும் பண்பு இலன் ஆதல் அறிவேன் மன்; அறியினும்,",ETTUTHOGAI
"பேணி அவன் சிறிது அளித்தக் கால், என்",ETTUTHOGAI
நாண் இல் நெஞ்சம் நெகிழ்தலும் காண்பல்;,ETTUTHOGAI
இருள் உறழ் இரும் கூந்தல் மகளிரோடு அமைந்து அவன்,ETTUTHOGAI
"தெருளும் பண்பு இலன் ஆதல் அறிவேன் மன்; அறியினும்,",ETTUTHOGAI
"அருளி அவன் சிறிது அளித்தக் கால், என்",ETTUTHOGAI
மருளி நெஞ்சம் மகிழ்தலும் காண்பல்;,ETTUTHOGAI
ஒள் இழை மாதர் மகளிரோடு அமைந்து அவன்,ETTUTHOGAI
"உள்ளும் பண்பு இலன் ஆதல் அறிவேன் மன்; அறியினும்,",ETTUTHOGAI
"புல்லி அவன் சிறிது அளித்தக் கால், என்",ETTUTHOGAI
அல்லல் நெஞ்சம் அடங்கலும் காண்பல்;,ETTUTHOGAI
யாம நடுநாள் துயில் கொண்டு ஒளித்த,ETTUTHOGAI
காம நோயின் கழீஇய நெஞ்சம்,ETTUTHOGAI
"தான் அவர்பால் பட்டது ஆயின்,",ETTUTHOGAI
நாம் உயிர் வாழ்தலோ நகை நனி உடைத்தே!,ETTUTHOGAI
123  கரும் கோட்டு நறும் புன்னை மலர் சினை மிசை தொறும்,ETTUTHOGAI
"சுரும்பு ஆர்க்கும் குரலினோடு, இரும் தும்பி இயைபு ஊத,",ETTUTHOGAI
"ஒருங்கு உடன் இம்மென இமிர்தலின், பாடலோடு",ETTUTHOGAI
"அரும் பொருள் மரபின் மால் யாழ் கேளா கிடந்தான் போல்,",ETTUTHOGAI
பெரும் கடல் துயில் கொள்ளும் வண்டு இமிர் நறு கானல்,ETTUTHOGAI
"காணாமை இருள் பரப்பிக் கையற்ற கங்குலான்,",ETTUTHOGAI
மாணா நோய் செய்தான்கண் சென்றாய்; மற்று அவனை நீ,ETTUTHOGAI
காணவும் பெற்றாயோ? - காணாயோ? மட நெஞ்சே!,ETTUTHOGAI
"கொல் ஏற்றுச் சுறவு இனம் கடி கொண்ட மருள் மாலை,",ETTUTHOGAI
அல்லல் நோய் செய்தான்கண் சென்றாய்; மற்று அவனை நீ,ETTUTHOGAI
புல்லவும் பெற்றாயோ? - புல்லாயோ மட நெஞ்சே!,ETTUTHOGAI
"வெறி கொண்ட புள் இனம் வதி சேரும் பொழுதினான்,",ETTUTHOGAI
செறி வளை நெகிழ்த்தான்கண் சென்றாய்; மற்று அவனை நீ,ETTUTHOGAI
அறியவும் பெற்றாயோ? - அறியாயோ? மட நெஞ்சே!,ETTUTHOGAI
"எல்லையும் இரவும் துயில் துறந்து, பல் ஊழ்",ETTUTHOGAI
"அரும் படர் அவல நோய் செய்தான்கண் பெறல் நசைஇ,",ETTUTHOGAI
"இரும் கழி ஓதம் போல் தடுமாறி,",ETTUTHOGAI
வருந்தினை அளிய என் மடம் கெழு நெஞ்சே!,ETTUTHOGAI
124  ஞாலம் மூன்று அடித் தாய முதல்வற்கு முது முறைப்,ETTUTHOGAI
பால் அன்ன மேனியான் அணிபெறத் தைஇய,ETTUTHOGAI
"நீல நீர் உடை போலத், தகைபெற்ற வெண் திரை",ETTUTHOGAI
வால் எக்கர் வாய் சூழும் வயங்கு நீர் தண் சேர்ப்ப!,ETTUTHOGAI
"ஊர் அலர் எடுத்து அரற்ற, உள்ளாய், நீ துறத்தலின்,",ETTUTHOGAI
கூரும் தன் எவ்வ நோய் என்னையும் மறைத்தாள்மன்,ETTUTHOGAI
"காரிகை பெற்ற தன் கவின் வாட கலுழ்பு, ஆங்கே",ETTUTHOGAI
பீர் அலர் அணி கொண்ட பிறை நுதல் அல்லாக்கால்;,ETTUTHOGAI
"இணைபு இவ் ஊர் அலர் தூற்ற, எய்யாய், நீ துறத்தலின்,",ETTUTHOGAI
புணை இல்லா எவ்வ நோய் என்னையும் மறைத்தாள் மன்,ETTUTHOGAI
"துணையாருள் தகைபெற்ற தொல் நலம் இழந்து, இனி,",ETTUTHOGAI
அணி வனப்பு இழந்த தன் அணை மென் தோள் அல்லாக்கால்;,ETTUTHOGAI
"இன்று இவ் ஊர் அலர் தூற்ற, எய்யாய், நீ துறத்தலின்,",ETTUTHOGAI
நின்ற தன் எவ்வ நோய் என்னையும் மறைத்தாள் மன்,ETTUTHOGAI
"வென்ற வேல் நுதி ஏய்க்கும் விறல் நலன் இழந்து, இனி,",ETTUTHOGAI
நின்று நீர் உகக் கலுழும் நெடும் பெரும் கண் அல்லாக்கால்;,ETTUTHOGAI
"பிரிவு இல்லாய் போல, நீ தெய்வத்தின் தெளித்தக் கால்,",ETTUTHOGAI
"அரிது என்னாள், துணிந்தவள் ஆய் நலம் பெயர்தரப்,",ETTUTHOGAI
புரி உளைக் கலி மான் தேர் கடவுபு,ETTUTHOGAI
விரி தண் தார் வியல் மார்ப! - விரைக நின் செலவே!,ETTUTHOGAI
"125  'கண்டவர் இல்', என உலகத்துள் உணராதார்,",ETTUTHOGAI
"தங்காது தகைவு இன்றித் தாம் செய்யும் வினைகளுள்,",ETTUTHOGAI
"நெஞ்சு அறிந்த கொடியவை மறைப்பினும், 'அறிபவர்",ETTUTHOGAI
"நெஞ்சத்துக் குறுகிய கரி இல்லை ஆகலின்',",ETTUTHOGAI
வண் பரி நவின்ற வய மான் செல்வ!,ETTUTHOGAI
"நன்கு அதை அறியினும், நயன் இல்லா நாட்டத்தால்,",ETTUTHOGAI
'அன்பு இலை' என வந்து கழறுவல்; ஐய! கேள்:,ETTUTHOGAI
மகிழ் செய் தே மொழித் தொய்யில் சூழ் இள முலை,ETTUTHOGAI
"முகிழ் செய முள்கிய தொடர்பு, அவள் உண் கண்",ETTUTHOGAI
"அவிழ் பனி உறைப்பவும், நல்காது விடுவாய்!",ETTUTHOGAI
இமிழ் திரை கொண்க! கொடியை காண் நீ;,ETTUTHOGAI
"இலங்கு ஏர் எல் வளை ஏர் தழை தைஇ,",ETTUTHOGAI
"நலம் செல நல்கிய தொடர்பு, அவள் சாஅய்ப்",ETTUTHOGAI
"புலந்து அழப், புல்லாது விடுவாய்!",ETTUTHOGAI
இலங்கு நீர்ச் சேர்ப்ப! கொடியை காண் நீ;,ETTUTHOGAI
இன் மணிச் சிலம்பின் சில் மொழி ஐம்பால்,ETTUTHOGAI
பின்னொடு கெழீஇய தட அரவு அல்குல்,ETTUTHOGAI
"நுண் வரி, வாட, வாராது விடுவாய்!",ETTUTHOGAI
தண்ணம் துறைவ! தகாஅய் காண் நீ ;,ETTUTHOGAI
"அனையள் என்று, அளிமதி, பெரும! நின் இன்று",ETTUTHOGAI
"இறை வரை நில்லா வளையள் இவட்கு, இனிப்",ETTUTHOGAI
பிறை ஏர் சுடர் நுதல் பசலை,ETTUTHOGAI
"மறையச் செல்லும், நீ மணந்தனை விடினே.",ETTUTHOGAI
"126  பொன் மலை சுடர் சேரப், புலம்பிய இடன் நோக்கித்,",ETTUTHOGAI
"தன் மலைந்து உலகு ஏத்தத் தகை மதி ஏர்தரச்,",ETTUTHOGAI
"செக்கர் கொள் பொழுதினான் ஒலி நீவி, இன நாரை",ETTUTHOGAI
"முக்கோல் கொள் அந்தணர் முது மொழி நினைவார் போல்,",ETTUTHOGAI
"எக்கர் மேல் இறைகொள்ளும், இலங்கு நீர்த் தண் சேர்ப்ப!",ETTUTHOGAI
"அணிச் சிறை இனக் குருகு ஒலிக்கும்கால், நின் திண் தேர்",ETTUTHOGAI
"மணிக் குரல் என இவள் மதிக்கும்மன்: மதித்தாங்கே,",ETTUTHOGAI
"உள் ஆன்ற ஒலியவாய் இருப்பக் கண்டு, அவை கானல்",ETTUTHOGAI
புள் என உணர்ந்து பின் புலம்பு கொண்டு இனையுமே;,ETTUTHOGAI
"நீர் நீவிக் கஞன்ற பூக் கமழும்கால், நின் மார்பின்",ETTUTHOGAI
"தார் நாற்றம் என இவள் மதிக்கும்மன்; மதித்தாங்கே,",ETTUTHOGAI
"அலர் பதத்து அசை வளி வந்து ஒல்கக், கழிப் பூத்த",ETTUTHOGAI
"மலர் என உணர்ந்து, பின் மம்மர் கொண்டு இனையுமே;",ETTUTHOGAI
"நீள் நகர் நிறை ஆற்றாள், நினையுநள் வதிந்தக் கால்,",ETTUTHOGAI
"தோள் மேலாய் என நின்னை மதிக்கும்மன்: மதித்தாங்கே,",ETTUTHOGAI
"நனவு என புல்லும்கால், காணாளாய்க், கண்டது",ETTUTHOGAI
"கனவு என உணர்ந்து, பின் கையற்றுக் கலங்குமே;",ETTUTHOGAI
"பல நினைந்து இனையும் பைதல் நெஞ்சின்,",ETTUTHOGAI
அலமரல் நோயுள் உழக்கும் என் தோழி,ETTUTHOGAI
"மதி மருள் வாள் முகம் விளங்கப்,",ETTUTHOGAI
"புது நலம் ஏர்தரப், பூண்க, நின் தேரே!",ETTUTHOGAI
"127  தெரி இணர் ஞாழலும், தேம் கமழ் புன்னையும்,",ETTUTHOGAI
"புரி அவிழ் பூவின கைதையும், செருந்தியும்,",ETTUTHOGAI
"வரி ஞிமிறு இமிர்ந்து ஆர்ப்ப, இரும் தும்பி இயைபு ஊதச்",ETTUTHOGAI
செரு மிகு நேமியான் தார் போலப் பெரும் கடல்,ETTUTHOGAI
வரி மணல் வாய் சூழும் வயங்கு நீர்த் தண் சேர்ப்ப;,ETTUTHOGAI
"கொடும் கழி வளைஇய குன்று போல், வால் எக்கர்,",ETTUTHOGAI
"நடுங்கு நோய் தீர, நின் குறி வாய்த்தாள் என்பதோ",ETTUTHOGAI
"கடும் பனி அறல் இகு கயல் ஏர் கண் பனி மல்க,",ETTUTHOGAI
"இடும்பையோடு இனைபு ஏங்க, இவளை நீ துறந்ததை!",ETTUTHOGAI
"குறி இன்றிப் பல்நாள், நின் கடும் திண் தேர் வருபதம் கண்டு,",ETTUTHOGAI
"எறி திரை இமிழ் கானல், எதிர்கொண்டாள் என்பதோ",ETTUTHOGAI
"அறிவு அஞர் உழந்து ஏங்கி, ஆய் நலம் வறிது ஆகச்",ETTUTHOGAI
"செறி வளை தோள் ஊர, இவளை நீ துறந்ததை!",ETTUTHOGAI
