poem66,,
மிளகு,FOOD,pepper
பெய்தனைய,O,adjective meaning appearing like placed
சுவைய,O,adjective meaning with taste
புன்,O,adjective meaning dry/small
காய்,FRUIT,fruit/berry
உலறுதலை,PLANT,ukaa trees with dried tops (Salvadora persica)
உகாஅய்,PLANT,ukaa trees (with sandhi)
சிதர்,INSECT,honeybees
சிதர்ந்து,O,verb meaning chased away
உண்ட,O,verb meaning ate
புலம்பு,O,noun meaning sorrow
கொள்,O,verb meaning having/taking
நெடுஞ்சினை,PLANT,tall branch
ஏறி,O,verb meaning having climbed
நினைந்து,O,verb meaning thinking
தன்,O,pronoun meaning its
பொறி,O,noun meaning spotted/bright
கிளர்,O,adjective meaning bright/shining
எருத்தம்,ANIMAL,neck
வெறிபட,O,verb meaning with fear/confused
மறுகி,O,verb meaning becoming confused
புன்,O,adjective meaning sad/dull colored
புறா,BIRD,pigeon/dove
உயவும்,O,verb meaning become sad
வெந்துகள்,NATURE,hot dust
இயவின்,PLACE,on the path
நயந்த,O,verb meaning desired
காதலற்,PERSON,lover
்ப,O,sandhi consonant
புணர்ந்தனள்,O,verb meaning she has joined
ஆயினும்,O,conjunction meaning even if
சிவந்து,O,verb meaning reddened
ஒளி,NATURE,luster/brightness
மழுங்கி,O,verb meaning become dull
அமர்த்தன,O,verb meaning will they be confused
கொல்லோ,O,expletive/particle indicating doubt
கோதை,FLOWER,garland
மயங்கினும்,O,verb meaning even if twisted
குறுந்தொடி,OBJECT,small bangles
நெகிழினும்,O,verb meaning even if become loose
காழ்,OBJECT,strands
ப்பெயல்,O,verb meaning hanging
அல்குல்,O,noun meaning waist/loins
காசு,OBJECT,gold coins
முறை,O,noun meaning order/form
திரியினும்,O,verb meaning even if disarranged
மாண்,O,adjective meaning esteemed/great
நலம்,O,noun meaning beauty
கையற,O,verb meaning being lost
கலுழும்,O,verb meaning they will cry
எన्,O,pronoun meaning my
மாயக்,O,adjective meaning beautiful/dark/tricky
குறுமகள்,PERSON,little daughter
மலர்,FLOWER,flower
ஏர்,O,particle meaning like
கண்ணே,O,noun meaning eyes (with expletive)
poem67,,
சேய்,O,adjective meaning distant
விசும்பு,NATURE,sky
இவர்ந்த,O,verb meaning climbed up
செழுங்கதிர்,ASTRONOMICAL,with full/bright rays
மண்டிலம்,ASTRONOMICAL,sun
மால்,O,adjective meaning dark/tall
வரை,MOUNTAIN,mountain
மறைய,O,verb meaning to hide
துறை,PLACE,seashore/port
புலம்பின்றே,O,noun meaning was lonely (with expletive)
இறவு,FISH,shrimp
அருந்தி,O,verb meaning having eaten
எழுந்த,O,verb meaning rose up
கருங்கால்,O,adjective meaning black-legged
வெண்குருகு,BIRD,white heron/egret
வெண்கோட்டு,PLACE,on the white mounds (salt mounds)
அருஞ்சிறை,OBJECT,strong/precious wings
த்,O,sandhi consonant
தாஅய்,O,verb meaning spread and fly (with sandhi)
கரைய,PLACE,on the seashore
கருங்கோட்டுப்,PLANT,black-branched
புன்னை,PLANT,punnai/laurel tree (Calophyllum inophyllum)
இறை,O,verb meaning went and rested
கொண்டனவே,O,verb meaning they took/rested (with expletive)
கணைக்,O,adjective meaning thick
கால்,O,noun meaning stem
மா,O,adjective meaning dark/large
மலர்,FLOWER,flower
கரப்ப,O,verb meaning to hide
மல்கு,O,adjective meaning filled
கழி,WATERBODY,backwater
த்,O,sandhi consonant
துணை,O,noun meaning mate/partner
ச்,O,sandhi consonant
சுறா,FISH,shark
வழங்கலும்,O,verb meaning they swim
வழங்கும்,O,verb meaning also swim
ஆயிடை,O,adverb meaning there
எல்,TIME,night
இமிழ்,O,adjective meaning loud
பனி,NATURE,cold
க்,O,sandhi consonant
கடல்,WATERBODY,ocean
மல்கு,O,adjective meaning full
சுடர்க்,OBJECT,lights
கொளீஇ,O,verb meaning having lit (with sandhi)
எமரும்,PERSON,our relatives
வேட்டம்,PROFESSION,fishing
புக்கனர்,O,verb meaning have entered
அதனால்,O,conjunction meaning so/therefore
தங்கின்,O,verb meaning if you stay
எவனோ,O,interrogative meaning why not
தெய்ய,O,expletive/particle
பொங்கு,O,adjective meaning spreading/overflowing
பிசிர்,WATERBODY,water sprays
முழவு,OBJECT,drum
இசை,NATURE,sound
ப்,O,sandhi consonant
புணரி,WATERBODY,wave
எழுதரும்,O,verb meaning rise
உடை,O,adjective meaning breaking
கடல்,WATERBODY,ocean
படப்பை,FOREST,grove
எம்,O,pronoun meaning our
உறைவின்,PLACE,town where we live
ஊர்க்கே,PLACE,in the town (with expletive)
poem68,,
விளையாடு,O,verb meaning playing
ஆயமொடு,PERSON,with friends
ஓரை,GAME,orai game
ஆடாது,O,verb meaning without playing
இளையோர்,PERSON,young people
இல்லிடத்து,STRUCTURE,in the home
இற்செறிந்திருத்தல்,O,verb meaning being confined
அறனும்,O,noun meaning justice/virtue
அன்றே,O,verb meaning it is not (with expletive)
ஆக்கமும்,O,noun meaning welfare/strength
தேய்ம்,O,verb meaning will be lost (with elision)
என,O,verb meaning thus
க்,O,sandhi consonant
குறு,O,adjective meaning small
நுரை,FOAM,foam
சுமந்து,O,verb meaning carrying
நறு,O,adjective meaning fragrant
மலர்,FLOWER,flower
உந்தி,O,verb meaning pushing
பொங்கி,O,verb meaning overflowing
வரு,O,verb meaning coming
புது,O,adjective meaning new
நீர்,WATERBODY,water
நெஞ்சு,O,noun meaning heart
உண,O,verb meaning to satisfaction (contraction of உண்ண)
ஆடுகம்,O,verb meaning we can play
வல்லிதின்,O,adverb meaning with ability/strength
வணங்கி,O,verb meaning bowing/humbly
சொல்லுநர்ப்,PERSON,someone who can tell
பெறினே,O,verb meaning if we get (with expletive)
செல்க,O,verb meaning go
என,O,verb meaning thus
விடுநள்,O,verb meaning will she let go
மன்,O,particle indicating past
கொல்லோ,O,expletive/particle indicating doubt
எல்,NATURE,light
உமிழ்ந்து,O,verb meaning emitting/spreading
உரவு,O,adjective meaning strong
உரும்,NATURE,thunder
உரறும்,O,verb meaning roaring
அரை,O,adjective meaning half
இருள்,NATURE,darkness
நடுநாள்,TIME,midnight
கொடி,PLANT,creepers/vines
நுடங்கு,O,verb meaning swaying
இலங்கின,O,verb meaning bright
மின்னி,NATURE,lightning
ஆடு,O,verb meaning moving
மழை,NATURE,cloud/rain
இறுத்தன்று,O,verb meaning came down as rain (with expletive)
அவர்,O,pronoun meaning his
கோடு,MOUNTAIN,peak
உயர்,O,adjective meaning high/tall
குன்றே,MOUNTAIN,mountain (with expletive)
poem69,,
பல்,O,adjective meaning many
கதிர்,ASTRONOMICAL,rays
மண்டிலம்,ASTRONOMICAL,sun
பகல்,TIME,day
செய்து,O,verb meaning having done
ஆற்றி,O,verb meaning ended/finished
சேய்,O,adjective meaning distant
உயர்,O,adjective meaning high/lofty
பெருவரை,MOUNTAIN,lofty mountains
ச்,O,sandhi consonant
சென்று,O,verb meaning having gone
அவண்,O,adverb meaning there
மறைய,O,verb meaning to hide
ப்ப,O,sandhi consonant
பறவை,BIRD,birds
பார்ப்பு,ANIMAL,young ones
வயின்,O,postposition meaning toward/near
அடைய,O,verb meaning to reach/go
ப்ப,O,sandhi consonant
புறவில்,FOREST,in the woodlands
மா,O,adjective meaning big
எருத்து,ANIMAL,neck
இரலை,ANIMAL,stag
மட,O,adjective meaning delicate
ப்,O,sandhi consonant
பிணை,ANIMAL,doe
தழுவ,O,verb meaning to embrace
முல்லை,FLOWER,jasmine
முகை,FLOWER,bud
வாய்,O,noun meaning mouth
திறப்ப,O,verb meaning to open
ப்ப,O,sandhi consonant
பல்,O,adjective meaning many
வயின்,O,adverb meaning in places
தோன்றி,FLOWER,glory lily (Gloriosa superba)
தோன்றுபு,O,verb meaning appearing
புதல்,PLANT,bush
விளக்கு,OBJECT,lamp
உறாஅ,O,verb meaning like (with sandhi)
மதர்வை,O,adjective meaning proud
நல்,O,adjective meaning fine/good
ஆன்,ANIMAL,cow
மாசு,O,noun meaning fault/blemish
இல்,O,particle meaning without
தெண்,O,adjective meaning clear
மணி,OBJECT,bell
கொடுங்கோல்,OBJECT,rod with hook/cruel rod
கோவலர்,PROFESSION,cattle herders
குழலோடு,MUSIC,with flutes
ஒன்றி,O,verb meaning mixing
ஐது,O,adverb meaning delicately
வந்து,O,verb meaning having come
இசைக்கும்,O,verb meaning sounds
அருள்,O,noun meaning grace/kindness
இல்,O,particle meaning without
மாலை,TIME,evening
ஆள்,O,noun meaning man/person
வினைக்கு,O,noun meaning for work
அகன்றோர்,PERSON,the one who went
சென்ற,O,verb meaning went
நாட்டும்,REGION,in the country
இனைய,O,adjective meaning such/like this
ஆகி,O,verb meaning being/becoming
த்தோன்றின்,O,verb meaning if it appeared
வினை,O,noun meaning work
வலித்து,O,verb meaning holding on/strengthening
அமைதல்,O,verb meaning to stay/remain
ஆற்றலர்,O,verb meaning he would not be able
மன்,O,particle indicating past
ஏ,O,expletive/particle
poem70,,
சிறு,O,adjective meaning small
வெள்ளாங்குருகே,BIRD,oh small white heron/egret
சிறு,O,adjective meaning small
வெள்ளாங்குருகே,BIRD,oh small white heron/egret
துறை,PLACE,shore
போகு,O,verb meaning taken to
அறுவை,CLOTHING,clothing/garments
தூ,O,adjective meaning pure/clean
மடி,O,noun meaning washing/cleanliness
அன்ன,O,adjective meaning like
நிறம்,O,noun meaning color
கிளர்,O,adjective meaning bright
தூவி,OBJECT,feathers/wings
சிறு,O,adjective meaning small
வெள்ளாங்குருகே,BIRD,oh small white heron/egret
எம்,O,pronoun meaning our
ஊர்,PLACE,town
வந்து,O,verb meaning having come
எம்,O,pronoun meaning our
உண்,WATERBODY,drinking water
துறை,PLACE,shore/port
த்,O,sandhi consonant
துழைஇ,O,verb meaning searching (with sandhi)
சினைக்,FISH,pregnant
கெளிற்று,FISH,kaliru fish (Marones cavasius)
ஆர்கையை,O,verb meaning you eating to the full
அவர்,O,pronoun meaning his
ஊர்ப்,PLACE,to the town
பெயர்தி,O,verb meaning you go
அனைய,O,adjective meaning such/that kind
அன்பினையோ,O,noun meaning will you be kind (with expletive)
பெருமறவியையோ,O,noun meaning will you be very forgetful (with expletive)
ஆங்கண்,O,adverb meaning there
தீம்,O,adjective meaning sweet
புனல்,WATERBODY,flowing water
ஈங்கண்,O,adverb meaning here
பரக்கும்,O,verb meaning spreading
கழனி,FIELD,field
நல்,O,adjective meaning fine/good
ஊர்,PLACE,town
மகிழ்நர்க்கு,PERSON,to my lover
என்,O,pronoun meaning my
இழை,OBJECT,jewels
நெகிழ்,O,verb meaning slipping down
பருவரல்,O,noun meaning sadness
செப்பாதோயே,O,verb meaning you who have not told him (with expletive)
poem71,,
மன்னாப்,O,adjective meaning not lasting/impermanent
பொருள்,WEALTH,wealth
பிணி,O,noun meaning attachment
முன்னி,O,verb meaning desiring
இன்னதை,O,pronoun meaning this matter
வளை,OBJECT,bangles
அணி,O,verb meaning wearing
முன்,O,adjective meaning front/fore
கை,O,noun meaning hand/arm
நின்,O,pronoun meaning your
இகுளைக்கு,PERSON,to your friend
உணர்த்து,O,verb meaning tell
என,O,verb meaning thus
ப்,O,sandhi consonant
பல்,O,adjective meaning many
மாண்,O,adjective meaning fine/esteemed
இரத்திர்,O,verb meaning you pleaded
ஆயின்,O,conjunction meaning since
சென்ம்,O,verb meaning you may go
என,O,verb meaning thus
விடுநள்,PERSON,she who has the right
ஆதலும்,O,verb meaning to have
உரியள்,O,verb meaning she has the right
விடினே,O,verb meaning if she asks you to leave (with expletive)
கண்ணும்,O,noun meaning eyes
நுதலும்,O,noun meaning forehead/brow
நீவி,O,verb meaning stroking
முன்,O,adverb meaning in front
நின்று,O,verb meaning having stood
பிரிதல்,O,verb meaning to separate/leave
வல்லிரோ,O,verb meaning are you capable (with expletive)
ஐய,PERSON,sir/lord
செல்வர்,PERSON,rich people
வகை,O,adjective meaning many/different
அமர்,O,verb meaning assembled/fine
நல்,O,adjective meaning fine/good
இல்,STRUCTURE,house
அக,O,adverb meaning inside/under
இறை,STRUCTURE,eaves
உறையும்,O,verb meaning lives/dwells
வண்ணப்,O,adjective meaning beautiful
புறவின்,BIRD,pigeon/dove
செங்கால்,O,adjective meaning red-legged
சேவல்,BIRD,male pigeon/dove
வீழ்,O,verb meaning loving
துணை,O,noun meaning mate
ப்,O,sandhi consonant
பயிரும்,O,verb meaning cries/calls
கையறு,O,adjective meaning helpless
முரல்,O,adjective meaning sounding
குரல்,NATURE,sound
நும்,O,pronoun meaning you (singular)
இலள்,PERSON,she being without you
புலம்ப,O,verb meaning to grieve/in distress
க்,O,sandhi consonant
கேட்டொறும்,TIME,whenever she hears
பொம்மல்,O,adjective meaning luxuriant/abundant
ஓதி,CLOTHING,hair
பெருவிதுப்புறவே,O,verb meaning it causes her to be greatly sad (with expletive)
poem72,,
பேணுப,O,verb meaning what they cherish
பேணார்,O,verb meaning they do not protect
பெரியோர்,PERSON,respected/wise people
என்பது,O,noun meaning that which is said
நாணு,O,noun meaning embarrassment
தக்கன்று,O,verb meaning it is fitting
அது,O,pronoun meaning that
காணுங்காலை,TIME,when analyzing/seeing
உயிர்,O,noun meaning life
ஓரன்ன,O,adjective meaning like one
செயிர்,O,noun meaning fault/blemish
தீர்,O,adjective meaning without/faultless
நட்பின்,O,noun meaning in friendship
நினக்கு,O,pronoun meaning to you
யான்,O,pronoun meaning I
மறைத்தல்,O,verb meaning to conceal
யாவது,O,interrogative meaning how is it possible
மிக,O,adverb meaning very
ப்பெரிது,O,adverb meaning greatly
அழிதக்கன்று,O,adjective meaning it is shameful/sad
ஆல்,O,expletive/particle
தானே,O,pronoun meaning it (with expletive)
கொண்கன்,PERSON,lord of the seashores
யான்,O,pronoun meaning I
யாய்,PERSON,mother
அஞ்சுவல்,O,verb meaning I am afraid
எனினும்,O,conjunction meaning even though
தான்,O,pronoun meaning he
எற்,O,pronoun meaning us (me)
ப்பிரிதல்,O,verb meaning to leave
சூழான்,O,verb meaning he did not intend
மன்,O,particle indicating past
ஏ,O,expletive/particle
இனியே,TIME,now (with expletive)
கானல்,FOREST,seashore grove
ஆயம்,PERSON,friends who play
அறியினும்,O,verb meaning if they know
ஆனாது,O,verb meaning without end
அலர்,O,noun meaning gossip
வந்தன்று,O,verb meaning has come
கொல்,O,expletive/particle
என்னும்,O,verb meaning thus says
அதனால்,O,conjunction meaning so/therefore
புலர்வது,O,verb meaning it is vanishing
கொல்,O,expletive/particle
அவன்,O,pronoun meaning his
நட்பு,O,noun meaning friendship
எனா,O,verb meaning thinking thus
அஞ்சுவல்,O,verb meaning I am afraid
தோழி,PERSON,friend
என்,O,pronoun meaning my
நெஞ்சத்தானே,O,noun meaning in heart (with expletive)
poem73,,
வேனில்,TIME,summer
முருக்கின்,FLOWER,murukkam/coral tree (Erythrina variegata)
விளை,O,adjective meaning mature
துணர்,FLOWER,clusters of flowers
அன்ன,O,adjective meaning like
மாணா,O,adjective meaning ugly/not good
விரல,O,noun meaning with fingers
வல்வாய்ப்,O,adjective meaning with strong mouth
பேஎய,MYTH,ghoul/evil spirit (with sandhi)
மல்லல்,O,adjective meaning prosperous
மூதூர்,PLACE,ancient town
மலர்ப்,FLOWER,flower
பலி,OFFERING,offering
உணீஇய,O,verb meaning to eat (with sandhi)
மன்றம்,PLACE,common area
போழும்,O,verb meaning splits/tears
புன்கண்,O,adjective meaning painful
மாலை,TIME,evening
தம்மொடும்,O,adverb meaning even with him
அஞ்சும்,O,verb meaning I was afraid
நம்,O,pronoun meaning me
இவண்,O,adverb meaning here
ஒழிய,O,verb meaning leaving
செல்ப,O,verb meaning will leave
என்ப,O,verb meaning they say
தாமே,O,pronoun meaning by himself (with expletive)
செவ்வரி,O,adjective meaning red/delicate lines
மயிர்,HAIR,hair
நிரைத்தன்ன,O,adjective meaning like rows of
வார்,O,adjective meaning long/thick
க்கோல்,O,adjective meaning curved
வாங்கு,O,adjective meaning curved/bent
கதிர்,FOOD,ear of grain
ச்,O,sandhi consonant
செந்நெல்,FOOD,red paddy/rice
அம்,O,expletive/particle
செறுவின்,FIELD,in the field
அன்னம்,BIRD,geese
துஞ்சும்,O,verb meaning sleep
பூ,FLOWER,flower
க்,O,sandhi consonant
கெழு,O,adjective meaning with/abounding
படப்பை,FOREST,grove
சாய்க்காடு,PLACE,Chaykkadu town
அன்ன,O,adjective meaning like
என்,O,pronoun meaning my
நுதல்,O,noun meaning forehead
கவின்,O,noun meaning beauty
அழிக்கும்,O,verb meaning which ruins
பசலையும்,O,noun meaning pallor
அயலோர்,PERSON,neighbors
தூற்றும்,O,verb meaning they spread gossip
அம்பலும்,O,noun meaning slander/gossip
அளித்தே,O,verb meaning giving rise to (with expletive)
poem74,,
வடிக்,OBJECT,perfect spindles
கதிர்,OBJECT,spindle
திரித்த,O,verb meaning twisted
வல்,O,adjective meaning strong
ஞாண்,OBJECT,rope
பெருவலை,OBJECT,big nets
இடிக்,O,adjective meaning thundering
குரல்,NATURE,sound
புணரி,WATERBODY,wave
ப்பௌவத்து,WATERBODY,in the ocean
இடுமார்,O,verb meaning in order to throw
நிறைய,O,adverb meaning fully
ப்பெய்த,O,verb meaning loaded
அம்பி,VEHICLE,boat
காழோர்,PROFESSION,elephant keepers
சிறை,O,verb meaning controlling
அருங்,O,adjective meaning difficult
களிற்றின்,ANIMAL,like male elephants
ப்பரதவர்,PROFESSION,fishermen
ஒய்யும்,O,verb meaning ride
சிறு,O,adjective meaning small
வீ,FLOWER,flower
ஞாழல்,PLANT,gnazhal/cassia tree (Cassia Sophera)
ப்பெருங்கடல்,WATERBODY,vast ocean
சேர்ப்பனை,PERSON,lord of the shores
ஏதிலாளனும்,PERSON,stranger
என்ப,O,verb meaning they say
போது,FLOWER,bud
அவிழ்,O,verb meaning opening/blossoming
புது,O,adjective meaning new
மணல்,PLACE,sand
கானல்,FOREST,seashore grove
புன்னை,PLANT,punnai/laurel tree
நுண்,O,adjective meaning fine
தாது,FLOWER,pollen
கொண்டல்,NATURE,eastern wind
அசை,O,verb meaning swaying
வளி,NATURE,wind
தூக்குதொறும்,O,adverb meaning whenever it blows
குருகின்,BIRD,of herons/egrets
வெண்புறம்,O,noun meaning white sides/back
மொசிய,O,adverb meaning densely/crowded
வார்க்கும்,O,verb meaning drops and falls
தெண்,O,adjective meaning clear
கடல்,WATERBODY,ocean
கண்டல்,PLANT,kandal tree (mangrove or Pandanus)
வேலிய,STRUCTURE,with fences
ஊர்,PLACE,town
அவன்,O,pronoun meaning his
பெண்டு,PERSON,woman
என,O,verb meaning that it is
அறிந்தன்று,O,verb meaning it knows
பெயர்த்தலோ,O,verb meaning changing it (with expletive)
அரிதே,O,adjective meaning it is difficult (with expletive)
poem75,,
நயன்,O,noun meaning justice/goodness
இன்மையின்,O,noun meaning due to lack/without
பயன்,O,noun meaning benefit
இது,O,pronoun meaning this
என்னாது,O,verb meaning not considering
பூம்பொறி,ANIMAL,with beautiful spots
ப்பொலிந்த,O,verb meaning bright with
அழல்,NATURE,flame
உமிழ்,O,verb meaning injects/spits
அகன்,O,adjective meaning wide
பை,ANIMAL,hood
ப்பாம்பு,ANIMAL,snake
உயிர்,O,noun meaning life
அணங்கியாங்கும்,O,verb meaning like terrorizing (with expletive)
ஈங்கு,O,adverb meaning here
இது,O,pronoun meaning this
தகாஅது,O,verb meaning is not right (with sandhi)
வாழியோ,O,expletive/particle meaning may you live long
குறுமகள்,PERSON,young woman
நகாஅது,O,verb meaning without laughing (with sandhi)
உரைமதி,O,verb meaning say/tell (with expletive)
உடையும்,O,verb meaning will break
என்,O,pronoun meaning my
உள்ளம்,O,noun meaning heart
சாரல்,MOUNTAIN,mountain slopes
கொடு,O,adjective meaning curved/harsh
வில்,WEAPON,bow
கானவன்,TRIBE,mountain dweller
கோட்டுமா,ANIMAL,tusked animal (boar/elephant)
தொலைச்சி,O,verb meaning having killed
ப்பச்சூன்,FOOD,fresh flesh (with sandhi)
ப்பெய்த,O,verb meaning pierced into
பகழி,WEAPON,arrow
போல,O,particle meaning like
சேயரி,O,adjective meaning with red lines
ப்பரந்த,O,verb meaning spread
மா,O,adjective meaning dark/large
இதழ்,FLOWER,petal
மழைக்,NATURE,moist/wet
கண்,O,noun meaning eyes
உறாஅ,O,adjective meaning not direct/general (with sandhi)
நோக்கம்,O,noun meaning glance/look
உற்ற,O,verb meaning attained/got
என்,O,pronoun meaning my
பைதல்,O,adjective meaning sad/distressed
நெஞ்சம்,O,noun meaning heart
உய்யுமாறே,O,verb meaning to be saved (with expletive)
poem76,,
வருமழை,NATURE,arriving rain
கரந்த,O,verb meaning stopped/hidden
வால்,O,adjective meaning white/bright
நிற,O,noun meaning color
விசும்பின்,NATURE,in the sky
நுண்,NATURE,fine
துளி,NATURE,raindrop
மாறிய,O,verb meaning changed
உலவை,NATURE,wind
அம்,O,expletive/particle
காட்டு,FOREST,forest
ஆல,PLANT,banyan tree
நீழல்,NATURE,shade
அசைவு,O,noun meaning fatigue
நீக்கி,O,verb meaning removing
அஞ்சு,O,verb meaning fear
வழி,PLACE,path
அஞ்சாது,O,verb meaning not fearing
அசை,PLACE,resting place
வழி,PLACE,path
அசைஇ,O,verb meaning rest (with sandhi)
வருந்தாது,O,verb meaning without being sad
ஏகுமதி,O,verb meaning you go with me (with expletive)
வால்,O,adjective meaning white/pure
இழை,OBJECT,jewel
க்,O,sandhi consonant
குறுமகள்,PERSON,young woman
இம்மென்,O,onomatopoeia,loud
ப்பேர்,O,adjective meaning great/large
அலர்,O,noun meaning gossip
நும்,O,pronoun meaning your
ஊர்ப்,PLACE,in the town
புன்னை,PLANT,punnai/laurel tree
வீ,FLOWER,flower
மலர்,FLOWER,flower
உதிர்ந்த,O,verb meaning dropped
தேன்,FOOD,honey
நாறு,O,verb meaning fragrant
ப்புலவின்,O,noun meaning with stench of flesh
கானல்,FOREST,seashore grove
வார்,O,adjective meaning long
மணல்,PLACE,sand
மரீஇ,O,verb meaning walking on (with sandhi)
கல்,MOUNTAIN,rock
உற,O,verb meaning pressing against
சசிவந்த,O,adjective meaning become red
நின்,O,pronoun meaning your
மெல்,O,adjective meaning soft/delicate
அடி,O,noun meaning foot
உயற்கே,O,verb meaning not to be distressed (with expletive)
poem77,,
மலையன்,KING,Malaiyan (Malaiyamān Thirumudi Kāri)
மா,ANIMAL,horse
ஊர்ந்து,O,verb meaning riding
போகி,O,verb meaning having gone
புலையன்,PROFESSION,drummer
பெருந்துடி,OBJECT,large thudi drum
கறங்க,O,verb meaning to beat/sound
ப்பிற,O,adjective meaning other
புலம்,REGION,country
புக்கு,O,verb meaning having entered
அவர்,O,pronoun meaning their
அருங்குறும்பு,STRUCTURE,protected fort
எருக்கி,O,verb meaning having ruined
அயா,O,noun meaning tiredness
உயிர்த்தாஅங்கு,O,verb meaning like how he sighed (with sandhi)
உய்த்தன்று,O,verb meaning sending me toward her
மன்,O,particle meaning greatly
ஏ,O,expletive/particle
நெஞ்சே,O,noun meaning oh heart
செவ்வேர்,PLANT,red roots
சினைதொறும்,O,adverb meaning on each branch
தூங்கும்,O,verb meaning hanging
பயங்கெழு,O,adjective meaning benefit yielding
ப்பலவின்,FRUIT,jackfruit tree (Artocarpus heterophyllus)
சுளையுடை,FRUIT,with fruits with segments
முன்றில்,STRUCTURE,front yard
மனையோள்,PERSON,lover/wife
கங்குல்,TIME,night
ஒலி,NATURE,sound
வெள்,O,adjective meaning white
அருவி,WATERBODY,waterfall
ஒலியின்,NATURE,like the sound
துஞ்சும்,O,verb meaning she sleeps
ஊரல்,PLACE,without big towns
அம்,O,expletive/particle
சேரி,PLACE,streets/communities
ச்,O,sandhi consonant
சீறூர்,PLACE,small village
வல்லோν,PROFESSION,skilled craftsman
வாள்,OBJECT,rasp/file/sword
அரம்,OBJECT,rasp/file
பொருத,O,verb meaning cut/rubbed
கோள்,O,adjective meaning rounded
நேர்,O,adjective meaning straight/perfect
எல்,O,adjective meaning bright
வளை,OBJECT,bangles
அகன்,O,adjective meaning wide
தொடி,OBJECT,bangles
செறித்த,O,verb meaning filled/stacked
முன்,O,adjective meaning front/fore
கை,O,noun meaning hand/arm
ஒண்ணுதல்,O,adjective meaning bright-browed
திதலை,O,noun meaning pallor spots
அல்குல்,O,noun meaning loins
குறுமகள்,PERSON,young woman
குவளை,FLOWER,kuvalai/blue waterlily
உண்கண்,O,noun meaning eyes with kohl
மகிழ்,O,adjective meaning happy
மட,O,adjective meaning delicate
நோக்கே,O,noun meaning looks (with expletive)
poem78,,
கோட்,FISH,killer
சுறா,FISH,shark
வழங்கும்,O,verb meaning move/frequent
வாள்,O,adjective meaning bright
கேழ்,O,adjective meaning colored
இருங்கழி,WATERBODY,dark/vast backwaters
மணி,OBJECT,gem/sapphire
ஏர்,O,particle meaning like
நெய்தல்,FLOWER,waterlily
மா,O,adjective meaning dark/large
மலர்,FLOWER,flower
நிறைய,O,adverb meaning abundantly
பொன்,OBJECT,gold
நேர்,O,particle meaning like
நுண்,O,adjective meaning fine
தாது,FLOWER,pollen
புன்னை,PLANT,punnai/laurel tree
தூஉம்,O,verb meaning they drop (with sandhi)
வீழ்,PLANT,uplifted roots/low hanging
தாழ்,PLANT,branches/roots
தாழை,PLANT,thazhai tree (Pandanus odoratissimus)
ப்பூ,FLOWER,flower
க்,O,sandhi consonant
கமழ்,O,verb meaning fragrant
கானல்,FOREST,seashore grove
படர்,O,noun meaning sorrow
வந்து,O,verb meaning comes
நலியும்,O,verb meaning distresses
சுடர்,ASTRONOMICAL,sun
செல்,O,verb meaning going/leaving
மாலை,TIME,evening
நோய்,O,noun meaning disease
மலி,O,adjective meaning abundant
பருவரல்,O,noun meaning sorrow
நாம்,O,pronoun meaning we
இவண்,O,adverb meaning here
உய்கம்,O,verb meaning let us survive
கேட்டிசின்,O,verb meaning you listen (with expletive)
வாழி,O,expletive/particle
தோழி,PERSON,friend
தெண்கழி,WATERBODY,clear backwaters
வள்வாய்,VEHICLE,strong/sharp wheel rims
ஆழி,VEHICLE,wheels
உள்வாய்,O,adverb meaning inside
தோயினும்,O,verb meaning even if they sink
புள்ளு,BIRD,birds
நிமிர்ந்தன்ன,O,adjective meaning like rising
ப்பொலம்,OBJECT,gold
படை,OBJECT,ornaments/saddles
க்,O,sandhi consonant
கலி,O,adjective meaning proud
மா,ANIMAL,horse
வலவன்,PERSON,charioteer
க்கோல்,OBJECT,whip
உற,O,verb meaning to touch/use
அறியா,O,verb meaning does not know/use
உரவு,O,adjective meaning strong
நீர்,WATERBODY,water
ச்,O,sandhi consonant
சேர்ப்பன்,PERSON,lord of the shores
தேர்,VEHICLE,chariot
மணி,OBJECT,bell
க்,O,sandhi consonant
குரலே,NATURE,sound (with expletive)
poem79,,
சிறை,O,adverb meaning this side/nearby
நாள்,TIME,day's/fresh
ஈங்கை,PLANT,eengai (Mimosa Pudica)
உறை,FOOD,honey drops
நனி,O,adverb meaning abundant/very
திரள்,O,adjective meaning rounded
வீ,FLOWER,flowers
கூரை,STRUCTURE,roof
நல்,O,adjective meaning fine/good
மனை,STRUCTURE,house
க்,O,sandhi consonant
குறுந்தொடி,OBJECT,small bangles
மகளிர்,PERSON,women
மணல்,PLACE,sand
ஆடு,O,verb meaning playing
கழங்கின்,OBJECT,like molucca seeds (caesalpinia crista)
அறை,PLACE,rocks
மிசை,O,adverb meaning on
த்,O,sandhi consonant
தாஅம்,O,verb meaning spread (with sandhi)
ஏர்தரல்,O,adjective meaning with beauty/elevation
உற்ற,O,verb meaning attained
இயக்கு,O,adjective meaning difficult/harsh
அருங்கவலை,PLACE,forked paths
ப்பிரிந்தோர்,PERSON,the one who separated
வந்து,O,verb meaning having come
நம்,O,pronoun meaning me
ப்புணர,O,verb meaning to unite with
ப்புணர்ந்தோர்,PERSON,the one who united
ப்பிரிதல்,O,verb meaning to separate
சூழ்தலின்,O,verb meaning since considering
அரியதும்,O,adjective meaning harsh thing
