Word,Entity,Explanation
அருள்,O,noun meaning grace/benevolence
முருகு,PERSON,Murukan
சூள்,O,noun meaning oath/vow
சூளின்,O,conditional verb meaning if promising
நின்னை,O,pronoun meaning you (accusative)
அருள்,O,noun meaning grace/mercy
இல்,O,negative particle meaning without
அணங்கான்,DEITY,fierce deity/Murukan
மெய்,PERSON,body
வேல்,WEAPON,spear
தின்னும்,O,verb meaning will eat/consume
விறல்,O,noun meaning victory
வெய்யோன்,PERSON,one desiring victories (Murukan)
ஊர்,O,adjective meaning moving
மயில்,BIRD,peacock
வேல்,WEAPON,spear
நிழல்,O,noun meaning shadow
நோக்கி,O,verb meaning looking
அறவர்,PERSON,wise ones/sages
அடி,PERSON,foot
தொடினும்,O,conditional verb meaning even if touching
ஆங்கு,O,adverb meaning there
அவை,O,pronoun meaning those
சூளேல்,O,negative verb meaning do not swear
குறவன்,PERSON,mountain dweller/hunter
மகள்,PERSON,daughter (Valli)
ஆணை,O,noun meaning command/oath
கூறு,O,verb meaning speaking/uttering
ஏலா,O,interjection meaning hey you (address)
கூறேல்,O,negative verb meaning do not say/do not do
ஐய,PERSON,O sir (address)
சூளின்,O,conditional verb meaning if promising
அடி,PERSON,foot
தொடு,O,verb meaning touching
குன்றொடு,MOUNTAIN,with the mountain
வையைக்கு,WATERBODY,to Vaiyai
தக்க,O,adjective meaning suitable/fitting
மணல்,PLACE,sand
சீர்,O,noun meaning fame/pride
சூள்,O,noun meaning oath/vow
கூறல்,O,negative verb meaning do not utter/do not swear
