விரிநீர்ச்,WATERBODY,wide ocean
சேர்ப்பனொடு,PERSON,with the lord of the shore
நகாஅ,O,verb meaning laughing
ஊங்கே,O,adverb meaning before
ஏ,O,expletive/particle

poem227,,
பூண்,OBJECT,jewel/ornament
வனைந்தன்ன,O,adjective meaning like set/adorned
பொலஞ்சூட்டு,OBJECT,gold-rimmed
நேமி,VEHICLE,chariot wheel
வாள்,WEAPON,sword
முகம்,O,noun meaning edges
துமிப்ப,O,verb meaning to cut
வள்,O,adjective meaning dense/splendid
இதழ்,FLOWER,petals
குறைந்த,O,verb meaning reduced
கூழை,O,adjective meaning chopped/reduced
நெய்தலும்,FLOWER,waterlily flowers also
உடைத்து,O,verb meaning has
இவண்,PLACE,here
தேரோன்,PERSON,one riding the chariot
போகிய,O,verb meaning went
கானலான்,PLACE,on the seashore grove
ஏ,O,expletive/particle

poem228,,
வீழ்,O,verb meaning hanging
தாழ்,O,verb meaning cascading
தாழை,PLANT,thāzhai tree
ஊழுறு,O,adjective meaning mature/seasonal
கொழு,O,adjective meaning plump
முகை,FLOWER,buds
குருகு,BIRD,heron/egret/stork
உளர்,O,verb meaning preening
இறகின்,O,noun meaning like wings
விரிபு,O,adjective meaning opened
தோடு,FLOWER,petals
அவிழும்,O,verb meaning open
கானல்,PLACE,seashore grove
நண்ணிய,O,verb meaning near
சிறுகுடி,STRUCTURE,small village
முன்றில்,STRUCTURE,front yard
திரை,WATERBODY,waves
வந்து,O,verb meaning come
பெயரும்,O,verb meaning leave
என்ப,O,expletive/particle
நாம்,O,pronoun meaning me
துறந்து,O,verb meaning leaving
நெடுஞ்சேண்,PLACE,very distant
நாட்டார்,PERSON,person from that country
ஆயினும்,O,verb meaning even though
நெஞ்சிற்கு,O,noun meaning to the heart
அணியர்,O,adjective meaning close
தண்,NATURE,cool
கடல்,WATERBODY,ocean
நாட்டு,PLACE,in the country
ஏ,O,expletive/particle

poem229,,
இவன்,PERSON,this man
இவள்,PERSON,this woman
ஐம்பால்,O,noun meaning five-part braid
பற்றவும்,O,verb meaning he used to pull
இவள்,PERSON,this woman
இவன்,PERSON,this man
புன்தலை,O,noun meaning dry/thin hair
ஓரி,O,verb meaning twisting
வாங்குநள்,O,verb meaning she used to pull
பரியவும்,O,verb meaning running away swiftly
காதல்,O,adjective meaning loving
செவிலியர்,PERSON,foster mothers
தவிர்ப்பவும்,O,verb meaning they would intervene
தவிராது,O,verb meaning without stopping
ஏதில்,O,adjective meaning unfriendly
சிறு,O,adjective meaning little
செரு,O,noun meaning battle/fight
உறுப,O,verb meaning they fought
மன்னோ,O,expletive indicating past
நல்லை,O,adjective meaning good
மன்ற,O,particle implying certainty
அம்ம,O,particle signifying surprise
பாலே,DEITY,O fate
மெல்லியல்,O,adjective meaning delicate natured
துணை,FLOWER,two
மலர்ப்,FLOWER,flowers
பிணையல்,FLOWER,garland
அன்ன,O,adjective meaning like
இவர்,PERSON,these two
மணம்,O,noun meaning marriage/union
மகிழ்,O,verb meaning happy
இயற்கை,O,noun meaning nature
காட்டியோய்,O,verb meaning you made them be
ஏ,O,expletive/particle

poem230,,
அம்ம,O,particle meaning listen
வாழி,O,expletive meaning may you live long
தோழி,PERSON,O friend
கொண்கன்,PERSON,lord of the shores
தான்,O,pronoun meaning he
அது,O,pronoun meaning that
துணிகுவன்,O,verb meaning he has the courage
அல்லன்,O,negative verb meaning he is not
யான்,O,pronoun meaning I
என்,O,pronoun meaning my
பேதைமையால்,O,noun meaning because of naivete
பெருந்தகை,O,noun meaning great liberties
கெழுமி,O,verb meaning having taken
நோதக,O,verb meaning to hurt
செய்தது,O,verb meaning did
ஒன்று,O,numeral meaning one thing
உடையேன்,O,verb meaning I did
கொல்லோ,O,particle implying doubt
வயச்சுறா,FISH,strong sharks
வழங்கு,O,verb meaning frequent
நீர்,WATERBODY,water
அத்தம்,PLACE,path
சின்னாள்,NATURE,past few days
அன்ன,O,postposition meaning like
வரவு,O,noun meaning coming
அறியானே,O,verb meaning he has not come

poem231,,
ஓரூர்,STRUCTURE,same town
வாழினும்,O,verb meaning even though he lives
சேரி,PLACE,street
வாரார்,O,verb meaning he does not come
சேரி,PLACE,street
வரினும்,O,verb meaning even when he comes
ஆர,O,adverb meaning well/with love
முயங்கார்,O,verb meaning he does not embrace
ஏதிலாளர்,PERSON,strangers
சுடலை,PLACE,cremation ground
போல,O,postposition meaning like
காணாக்,O,verb meaning even though he sees
கழிப,O,verb meaning he passes by
மன்னே,O,expletive/particle
நாண்,O,noun meaning shame/modesty
அட்டு,O,verb meaning killing
நல்,O,adjective meaning good
அறிவு,O,noun meaning reason/intelligence
இழந்த,O,verb meaning lost
விழுந்த,O,adjective meaning ruined
காமம்,O,great love/affection
வில்,WEAPON,bow
உமிழ்,O,verb meaning shot from
கணையின்,WEAPON,like an arrow
சென்று,O,verb meaning having gone
சேண்,PLACE,far away
படவே,O,verb meaning it falls

poem232,,
உள்ளார்,O,verb meaning does he think
கொல்லோ,O,particle implying doubt
தோழி,PERSON,O friend
உள்ளியும்,O,verb meaning if he thinks
வாய்ப்பு,O,noun meaning work
உணர்வு,O,noun meaning understanding
இன்மையின்,O,noun meaning because of not finishing
வாரார்,O,verb meaning will he not come
கொல்லோ,O,particle implying doubt
மரல்,PLANT,hemp plants
புகா,O,verb meaning ate
அருந்திய,O,verb meaning having eaten
மா,O,adjective meaning big
எருத்து,ANIMAL,neck
இரலை,ANIMAL,stag
உரல்,OBJECT,mortar/pounding stone
கால்,O,noun meaning legs
யானை,ANIMAL,elephant
ஒடித்து,O,verb meaning having broken
உண்டு,O,verb meaning ate
எஞ்சிய,O,verb meaning left over
யாஅ,PLANT,yā tree
வரி,O,adjective meaning dappled
நிழல்,NATURE,shade
துஞ்சும்,O,verb meaning sleeps
மா,O,adjective meaning big/dark
இருஞ்சோலை,FOREST,dark big groves
மலை,MOUNTAIN,on the mountains
இறந்தோரே,PERSON,one who went
ஏ,O,expletive/particle

poem233,,
கவலை,PLANT,kavalai yam
கெண்டிய,O,verb meaning dug up
அகல்வாய்,O,adjective meaning wide-mouthed
சிறு,O,adjective meaning small
குழி,PLACE,pits/holes
கொன்றை,FLOWER,kondrai flowers
ஒள்,O,adjective meaning bright
வீ,FLOWER,flowers
தாஅய்ச்,O,verb meaning dropped
செல்வர்,PERSON,rich people
பொன்,OBJECT,gold
பெய்,O,verb meaning placed
பேழை,OBJECT,boxes
மூய்,OBJECT,lid
திறந்தன்ன,O,adjective meaning like opened
கார்,NATURE,rainy season
எதிர்,O,verb meaning accepted
புறவினதுவே,FOREST,in the woodlands
உயர்ந்தோர்க்கு,PERSON,to the wise
நீரொடு,NATURE,with water
சொரிந்த,O,verb meaning pours
மிச்சில்,FOOD,remainder
யாவர்க்கும்,O,pronoun meaning to everybody
வரை,O,noun meaning limit
கோள்,O,noun meaning hindering
அறியாச்,O,verb meaning not knowing
சொன்றி,FOOD,cooked rice
நிரை,O,adjective meaning stacked/rows
கோல்,O,adjective meaning rounded/thick
குறுந்தொடி,PERSON,woman wearing small bangles
தந்தை,PERSON,her father
ஊர்,STRUCTURE,town
ஏ,O,expletive/particle

poem234,,
சுடர்,NATURE,sun
செல்,O,verb meaning goes away
வானம்,NATURE,sky
சேப்ப,NATURE,becomes red
படர்,O,noun meaning sorrow
கூர்ந்து,O,verb meaning increasing
எல்,NATURE,light
அறு,O,verb meaning fades
பொழுதின்,NATURE,at the time
முல்லை,FLOWER,jasmine
மலரும்,FLOWER,blooms
மாலை,NATURE,evening
என்மனார்,O,verb meaning they say so
மயங்கியோர்,PERSON,those who are confused
ஏ,O,expletive/particle
குடுமிக்,ANIMAL,with combs
கோழி,BIRD,rooster/cock
நெடு,O,adjective meaning tall
நகர்,STRUCTURE,house/town
இயம்பும்,O,verb meaning they crow
பெரும்,O,adjective meaning great/early
புலர்,NATURE,dawn
விடியலும்,NATURE,morning also
மாலை,NATURE,evening
பகலும்,NATURE,daytime also
மாலை,NATURE,evening
துணை,PERSON,partners
இலோர்க்கு,PERSON,to those who do not have
ஏ,O,expletive/particle

poem235,,
ஓம்புமதி,O,verb meaning protect her
வாழியோ,O,expletive meaning may you live long
வாடை,NATURE,northerly wind
பாம்பின்,ANIMAL,of snakes
தூங்கு,O,verb meaning hanging
தோல்,ANIMAL,skins
கடுக்கும்,O,verb meaning like/resembling
தூ,O,adjective meaning pure
வெள்,O,adjective meaning white
அருவி,WATERBODY,waterfall
கல்,MOUNTAIN,mountain
உயர்,MOUNTAIN,top
நண்ணியதுவே,O,verb meaning it is nearby
நெல்லி,FRUIT,gooseberries
மரை,ANIMAL,marai deer
இனம்,ANIMAL,herd
ஆரும்,O,verb meaning they eat
முன்றில்,STRUCTURE,front yard
புல்,PLANT,grass
வேய்,O,verb meaning woven
குரம்பை,STRUCTURE,hut
நல்லோள்,PERSON,the good woman's
ஊர்,STRUCTURE,town
ஏ,O,expletive/particle

poem236,,
விட்டென,O,adverb meaning abandoning
விடுக்கு,O,verb meaning to leave
நாள்,NATURE,day
வருக,O,verb meaning let it come
அது,O,pronoun meaning that
நீ,O,pronoun meaning you
நேர்ந்தனை,O,verb meaning if you agree
ஆயின்,O,conditional meaning if
தந்தனை,O,verb meaning return
சென்மோ,O,verb meaning and leave
குன்றத்து,MOUNTAIN,like hills
அன்ன,O,adjective meaning like
குவவு,PLACE,sand dunes
மணல்,PLACE,sand
அடைகரை,PLACE,sand-filled shores
நின்ற,O,verb meaning stood
புன்னை,PLANT,laurel tree
நிலம்,PLACE,land
தோய்,O,verb meaning touching
படுசினை,O,noun meaning low branches
வம்ப,O,adjective meaning newly arrived
நாரை,BIRD,white stork
சேக்கும்,O,verb meaning resides
தண்,NATURE,cool
கடல்,WATERBODY,ocean
சேர்ப்ப,PERSON,O lord of the seashore
நீ,O,pronoun meaning you
உண்ட,O,verb meaning took
என்,O,pronoun meaning my
நலன்,O,noun meaning virtue
ஏ,O,expletive/particle

poem237,,
அஞ்சுவது,O,verb meaning fearing
அறியாது,O,verb meaning not knowing
அமர்,O,adjective meaning loving
துணை,PERSON,partner
தழீஇய,O,verb meaning desiring to embrace
நெஞ்சு,O,noun meaning heart
நப்பிரிந்தன்று,O,verb meaning separated from us
ஆயினும்,O,verb meaning even if
எஞ்சிய,O,verb meaning remaining
கை,O,noun meaning arms
பிணி,O,noun meaning tightness
நெகிழின்,O,verb meaning if loosen
அஃது,O,pronoun meaning that
எவனோ,O,interrogative meaning what use
நன்றும்,O,adverb meaning very
சேய,PLACE,distant
அம்ம,O,expletive/particle
இருவாம்,O,pronoun meaning the two of us
இடையே,PLACE,between
மாக்கடல்,WATERBODY,dark ocean
திரையின்,WATERBODY,like the waves
முழங்கி,NATURE,roaring
வலன்,O,adverb meaning with strength
ஏர்பு,O,verb meaning rising up
கோள்,O,adjective meaning murderous
புலி,ANIMAL,tiger
வழங்கும்,O,verb meaning roam
சோலை,FOREST,groves
எனைத்து,O,interrogative meaning how many
என்று,O,quotative meaning that
எண்ணுகோ,O,verb meaning can I count
முயக்கிடை,O,noun meaning for us to unite
மலைவு,O,noun meaning hindrances
ஏ,O,expletive/particle

poem238,,
பாசவல்,FOOD,rice pounded without frying
இடித்த,O,verb meaning pounded
கருங்காழ்,OBJECT,black dense wood
உலக்கை,OBJECT,pounding rod
ஆய்,O,adjective meaning beautiful
கதிர்,FOOD,paddy spears
நெல்லின்,FOOD,of the paddy fields
வரம்பு,PLACE,ridges/banks
அணைத்,O,verb meaning on the
துயிற்றி,O,verb meaning having placed
ஒள்,O,adjective meaning bright
தொடி,OBJECT,bangles
மகளிர்,PERSON,young women
வண்டல்,O,noun meaning playing with sand houses
அயரும்,O,verb meaning they play
தொண்டி,PLACE,Thondi town
அன்ன,O,adjective meaning like
என்,O,pronoun meaning my
நலம்,O,noun meaning virtue
தந்து,O,verb meaning return
கொண்டனை,O,verb meaning you take
சென்மோ,O,verb meaning you leave
மகிழ்ந,PERSON,O lord
நின்,O,pronoun meaning your
சூளே,O,noun meaning promises

poem239,,
தொடி,OBJECT,bangles
நெகிழ்ந்தனவே,O,verb meaning have slipped
தோள்,O,noun meaning arms
சாயினவே,O,verb meaning have become thin
விடும்,O,verb meaning to lose
நாண்,O,noun meaning modesty
உண்டோ,O,verb meaning is there any
தோழி,PERSON,O friend
விடர்,MOUNTAIN,crevices
முகை,MOUNTAIN,caves
சிலம்புடன்,MOUNTAIN,in the mountains
கமழும்,O,verb meaning spreading fragrance
அலங்கு,O,adjective meaning swaying
குலைக்,FLOWER,flower clusters
காந்தள்,FLOWER,glory lily
நறும்,O,adjective meaning fragrant
தாது,FLOWER,pollen
ஊதும்,O,verb meaning they swarm
குறுஞ்சிறை,INSECT,with short wings
தும்பி,INSECT,bees
பாம்பு,ANIMAL,snake
உமிழ்,O,verb meaning spit
மணியின்,OBJECT,like gems
தோன்றும்,O,verb meaning they appear
முந்தூழ்,PLANT,spiny bamboo
வேலிய,O,noun meaning with fences
மலை,MOUNTAIN,mountain
கிழவோற்கே,PERSON,for the lord of the mountain

poem240,,
பனிப்,NATURE,cold season
புதல்,PLANT,bushes
இவர்ந்த,O,verb meaning spread
பைங்கொடி,PLANT,green creeper
அவரை,PLANT,avarai beans
கிளிவாய்,BIRD,like beaks of parrots
ஒப்பின்,O,postposition meaning resembling
ஒளி,O,adjective meaning bright
விடு,O,verb meaning giving
பன்,O,adjective meaning many
மலர்,FLOWER,flowers
வெருக்குப்பல்,ANIMAL,teeth of wildcats
உருவின்,O,noun meaning in the shape
முல்லையொடு,FLOWER,with jasmine
கஞலி,O,verb meaning to flourish
வாடை,NATURE,northerly winds
வந்ததன்,O,verb meaning have arrived
தலையும்,O,noun meaning on top of that
நோய்,O,noun meaning distress
பொர,O,verb meaning attacking
கண்டிசின்,O,verb meaning look at this
வாழி,O,expletive meaning may you live long
தோழி,PERSON,O friend
தெண்,WATERBODY,clear
திரை,WATERBODY,waves
கடல்,WATERBODY,ocean
ஆழ்,O,verb meaning plying/sinking
கலத்தின்,VEHICLE,like a ship
தோன்றி,O,verb meaning appearing
மாலை,NATURE,evening
மறையும்,O,verb meaning disappears
அவர்,PERSON,his
மணி,OBJECT,gems
நெடுங்குன்று,MOUNTAIN,tall mountain
ஏ,O,expletive/particle

poem241,,
யாமே,O,pronoun meaning I/me
காமம்,O,great love/affection
தாங்கவும்,O,verb meaning despite bearing
தாம்,O,pronoun meaning they
தம்,O,pronoun meaning their
கெழுதகைமையின,O,noun meaning because of intimacy
அழுதன,O,verb meaning they cried
தோழி,PERSON,O friend
கன்று,ANIMAL,calves
ஆற்றுப்படுத்த,O,verb meaning herded on the path
புன்தலை,O,adjective meaning parched heads
சிறாஅர்,PERSON,children
மன்ற,PLACE,village square
வேங்கை,PLANT,Indian kino tree
மலர்,FLOWER,flowers
பதம்,O,noun meaning beautifully
நோக்கி,O,verb meaning on seeing
ஏறாது,O,verb meaning without climbing
இட்ட,O,verb meaning raised
ஏமப்,O,adjective meaning delightful
பூசல்,O,noun meaning cries/shouts
விண்,NATURE,sky
தோய்,O,verb meaning touching
விடரகத்து,MOUNTAIN,in the caves
இயம்பும்,O,verb meaning echoes
குன்ற,MOUNTAIN,mountain
நாடன்,PERSON,man from the country
கண்ட,O,verb meaning saw
எம்,O,pronoun meaning my
கண்ணே,O,noun meaning eyes

poem242,,
கானங்கோழி,BIRD,forest fowl
கவர்,O,adjective meaning desirable/split
குரல்,O,noun meaning voice/call
சேவல்,BIRD,rooster
ஒண்,O,adjective meaning bright
பொறி,O,noun meaning spots
எருத்தில்,O,noun meaning on the neck
தண்,NATURE,cold
சிதர்,NATURE,water droplets
உறைப்ப,O,verb meaning spraying
புதல்,PLANT,bushes
நீர்,NATURE,water
வாரும்,O,verb meaning drips
பூ,FLOWER,flower
நாறு,O,verb meaning fragrant
புறவில்,FOREST,in the woodland
சீறூரோள்,PERSON,woman from a small town
மடந்தை,PERSON,naive young woman
வேறு,O,adjective meaning other/different
ஊர்,STRUCTURE,another town
வேந்து,KING,king
விடு,O,verb meaning sent
தொழிலொடு,PROFESSION,with business
செலினும்,O,verb meaning even if he went
சேந்துவரல்,O,verb meaning to stay away
அறியாது,O,verb meaning will not know
செம்மல்,PERSON,esteemed man's
தேர்,VEHICLE,chariot
ஏ,O,expletive/particle

poem243,,
மான்,ANIMAL,deer
அடி,ANIMAL,hoof
அன்ன,O,adjective meaning like
கவட்டு,O,adjective meaning forked/split
இலை,PLANT,leaf
அடும்பின்,PLANT,adumpu vine
தார்,O,noun meaning chain
மணி,OBJECT,bells
அன்ன,O,adjective meaning like
ஒண்,O,adjective meaning bright
பூ,FLOWER,flowers
கொழுதி,O,verb meaning plucking
ஒண்,O,adjective meaning bright
தொடி,OBJECT,bangles
மகளிர்,PERSON,young women
வண்டல்,O,noun meaning little sand houses
அயரும்,O,verb meaning they play
புள்,BIRD,birds
இமிழ்,O,verb meaning screeching
பெருங்கடல்,WATERBODY,vast ocean
சேர்ப்பனை,PERSON,lord of the seashore
உள்ளேன்,O,verb meaning I will not think
தோழி,PERSON,O friend
படீஇயர்,O,verb meaning may my eyes sleep
என்,O,pronoun meaning my
கண்ணே,O,noun meaning eyes

poem244,,
பல்லோர்,PERSON,many people/everyone
துஞ்சு,O,verb meaning sleeping
நள்ளென்,NATURE,pitch dark
யாமத்து,NATURE,at midnight time
உரவுக்,O,adjective meaning strong/mighty
களிறு,ANIMAL,male elephant
போல்,O,postposition meaning like
வந்து,O,verb meaning having come
இரவுக்,O,noun meaning night
கதவ,STRUCTURE,door
முயறல்,O,verb meaning tried to open
கேளேம்,O,verb meaning we did not hear
அல்லேம்,O,negative verb meaning it is not
கேட்டனெம்,O,verb meaning we heard
பெரும,PERSON,O lord
ஓரி,ANIMAL,head crest
முருங்க,O,verb meaning crushed
பீலி,ANIMAL,feathers
சாய,O,verb meaning ruined
நன்,O,adjective meaning fine
மயில்,BIRD,peacock
வலைப்பட்டாங்கு,O,verb phrase like caught in a net
யாம்,O,pronoun meaning we
உயங்குதொறும்,O,verb meaning whenever distressed
முயங்கும்,O,verb meaning she embraces
அறன்,O,adjective meaning without fairness
இல்,O,negative particle meaning without
யாய்,PERSON,mother
ஏ,O,expletive/particle

poem245,,
கடல்,WATERBODY,ocean
அம்,O,expletive/beautifying
கானல்,PLACE,seashore grove
ஆயம்,PERSON,friends/playmates
ஆய்ந்த,O,verb meaning praised
என்,O,pronoun meaning my
நலம்,O,noun meaning virtue/beauty
இழந்ததனினும்,O,verb meaning more than the loss
நனி,O,adverb meaning greatly
இன்னாதே,O,adjective meaning gives pain
வாள்,WEAPON,sword
போல்,O,postposition meaning like
வாய,O,noun meaning edges
கொழு,O,adjective meaning thick
மடல்,PLANT,fronds
தாழை,PLANT,thāzhai tree
மாலை,O,noun meaning rows
வேல்,WEAPON,spear
நாட்டு,O,verb meaning stuck/planted
வேலி,STRUCTURE,fence
ஆகும்,O,verb meaning is
மெல்லம்புலம்பன்,PERSON,lord of the delicate shores
கொடுமை,O,noun meaning cruelty
பல்லோர்,PERSON,many people
அறிய,O,verb meaning to know
பரந்து,O,verb meaning spreading
வெளிப்படினே,O,verb meaning if it comes out
ஏ,O,expletive/particle

poem246,,
பெருங்கடல்,WATERBODY,vast ocean
கரையது,PLACE,on the seashore
சிறுவெண்காக்கை,BIRD,small white gull
களிற்றுச்,ANIMAL,male elephant's
செவியன்ன,O,adjective meaning like ears
பாசடை,PLANT,green leaves
மயக்கி,O,verb meaning disturbing
பனிக்,NATURE,cold
கழி,WATERBODY,backwaters
துழவும்,O,verb meaning searches for food
பானாள்,NATURE,midnight
தனித்து,O,adjective meaning alone
ஓர்,O,adjective meaning one
தேர்,VEHICLE,chariot
வந்து,O,verb meaning came
பெயர்ந்தது,O,verb meaning went away
என்ப,O,verb meaning they say
அதற்கொண்டு,O,adverb meaning since then
ஓரும்,O,expletive/particle
அலைக்கும்,O,verb meaning harassing
அன்னை,PERSON,mother
பிறரும்,PERSON,others also
பின்னு,O,adjective meaning braided
விடு,O,verb meaning hanging
கதுப்பின்,O,noun meaning with hair
மின்,O,adjective meaning flashy
இழை,OBJECT,jewels
மகளிர்,PERSON,young women
இளையரும்,PERSON,young women also
மடவரும்,PERSON,naive women also
உளரே,O,verb meaning there are
அலையாத்,O,verb meaning who do not bother
தாயரொடு,PERSON,with mothers
நற்பாலோரே,PERSON,those with good destiny

poem247,,
எழின்,O,adjective meaning beautiful
மிக,O,adverb meaning very
உடைய,O,verb meaning it has
ஈங்கு,PLACE,here
அணிப்படூஉம்,O,verb meaning will happen soon
திறவோர்,PERSON,wise elders
செய்,O,verb meaning doing
வினை,O,noun meaning work/rituals
அறவதாகும்,O,verb meaning it is the right thing
கிளை,PERSON,relatives
உடை,O,verb meaning having
மாந்தர்க்கு,PERSON,for women/people
புணையுமாம்,O,verb meaning becomes support
இவ்வென,O,adverb meaning thus
ஆங்கு,PLACE,there
அறிந்திசின்,O,verb meaning I understand
தோழி,PERSON,O friend
வேங்கை,PLANT,Indian kino tree
வீயா,O,adjective meaning unspoilt
மென்,O,adjective meaning delicate
சினை,O,noun meaning branches
வீ,FLOWER,flowers
உக,O,verb meaning drop
யானை,ANIMAL,elephant
ஆர்,O,adjective meaning rare
துயில்,O,noun meaning sleep
இயம்பும்,O,verb meaning with sounds/snores
நாடன்,PERSON,man from such country
மார்பு,O,noun meaning chest
உரித்து,O,verb meaning holding
ஆகிய,O,verb meaning in his
மறு,O,adjective meaning faultless
இல்,O,negative particle meaning without
நட்பே,O,noun meaning friendship

poem248,,
அது,O,pronoun meaning that
வரல்,O,verb meaning to happen
அன்மையோ,O,verb meaning if it isn't
அரிதே,O,adjective meaning it will be rare
அவன்,PERSON,his
மார்பு,O,noun meaning chest
உறுக,O,verb meaning may you embrace
வென்ற,O,verb meaning that was set
நாளே,NATURE,day
குறுகி,O,verb meaning getting closer
ஈங்கு,PLACE,here
ஆகின்றே,O,verb meaning it is happening
தோழி,PERSON,O friend
கானல்,PLACE,seashore grove
ஆடு,O,verb meaning swaying
அரை,PLANT,trunks
புதைய,O,verb meaning buried
கோடை,NATURE,summer winds
இட்ட,O,verb meaning brought
அடும்பு,PLANT,adumpu creeper
இவர்,O,verb meaning spreading
மணல்,PLACE,sand
கோடு,PLACE,dunes
ஊர,O,verb meaning shifting
நெடும்,PLANT,tall
பனை,PLANT,palmyra palm
குறிய,O,adjective meaning short
ஆகும்,O,verb meaning become
துறைவனை,PERSON,lord of the seashore
பெரிய,O,adjective meaning great
கூறி,O,verb meaning telling
யாய்,PERSON,mother
அறிந்தனளே,O,verb meaning knows about it

poem249,,
இன,ANIMAL,flocks
மயில்,BIRD,peacock
அகவும்,O,verb meaning cry
மரம்,PLANT,trees
பயில்,O,adjective meaning dense
கானத்து,FOREST,in the forests
நரை,O,adjective meaning white
முக,ANIMAL,faced
ஊகம்,ANIMAL,black monkeys
பார்ப்பொடு,ANIMAL,with their young
பனிப்ப,NATURE,causing trembling
படுமழை,NATURE,heavy rain
பொழிந்த,O,verb meaning falls
சாரல்,MOUNTAIN,mountain slopes
அவர்,PERSON,his
நாட்டுக்,PLACE,country's
குன்ற,MOUNTAIN,mountain
நோக்கினென்,O,verb meaning I saw
தோழி,PERSON,O friend
பண்டை,O,adverb meaning in the past
அற்றோ,O,interrogative meaning is it like
கண்டிசின்,O,verb meaning see this
நுதல்,O,noun meaning my brow
ஏ,O,expletive/particle

poem250,,
பரல்,O,noun meaning pebbles
அவல்,PLACE,ditches
படுநீர்,WATERBODY,stagnant water
மாந்தி,O,verb meaning drinking
துணையோடு,ANIMAL,with his female
இரலை,ANIMAL,stag
நன்,O,adjective meaning fine
மான்,ANIMAL,deer
நெறி,PLACE,path
முதல்,PLACE,on the
உகளும்,O,verb meaning they romp
மாலை,NATURE,evening
வாரா,O,verb meaning before
அளவை,NATURE,time
கால்,NATURE,wind
இயல்,O,adjective meaning like
கடு,O,adjective meaning swift
மாக்,ANIMAL,horse
கடவுமதி,O,verb meaning ride rapidly
பாக,PROFESSION,O charioteer
நெடு,O,adjective meaning deep
நீர்ப்,WATERBODY,water
பொரு,O,verb meaning fighting
கயல்,FISH,carp fish
முரணிய,O,adjective meaning differing/hostile
உண்கண்,O,noun meaning kohl-rimmed eyes
தெரி,O,adjective meaning chosen
தீம்,O,adjective meaning sweet
கிளவி,O,noun meaning words
தெருமரல்,O,noun meaning sorrow
உய,O,verb meaning to escape from
ஏ,O,expletive/particle
poem251,,
மடவ,O,adjective meaning they are ignorant
வாழி,O,expletive meaning may you live long
மஞ்ஞை,BIRD,peacock
மா,O,adjective meaning big/dark colored
இனம்,ANIMAL,flocks
கால,NATURE,season
மாரி,NATURE,rain
பெய்தென,O,verb phrase meaning thinking it rained
அதன்,O,pronoun meaning that
எதிர்,O,adverb meaning accepting/reacting to
ஆலலும்,O,verb meaning they danced
ஆலின,O,verb meaning danced
பிடவும்,FLOWER,pidavam flowers also
பூத்தன,FLOWER,they bloomed
கார்,NATURE,rainy season
அன்று,O,negative verb meaning it is not
இகுளை,PERSON,O friend
தீர்க,O,verb meaning may it end
நின்,O,pronoun meaning your
படர்,O,noun meaning sorrow
ஏ,O,expletive/particle
கழிந்த,O,verb meaning passed
மாரிக்கு,NATURE,from last season's rain
ஒழிந்த,O,verb meaning leftover
பழ,NATURE,old
நீர்,NATURE,water
புது,NATURE,new
நீர்,NATURE,water
கொளீஇய,O,verb meaning in order to get
உகுத்தரும்,O,verb meaning shedding
நொதுமல்,O,adjective meaning unseasonal
வானத்து,NATURE,of clouds
முழங்கு,NATURE,thundering
குரல்,NATURE,sounds
கேட்டு,O,verb meaning on hearing
ஏ,O,expletive/particle

poem252,,
நெடிய,O,adjective meaning long
திரண்ட,O,adjective meaning rounded/thick
தோள்,O,noun meaning arms
வளை,OBJECT,bangles
ஞெகிழ்த்த,O,verb meaning caused to slip
கொடியனாகிய,O,adjective meaning cruel
குன்று,MOUNTAIN,mountain
கெழு,O,verb meaning abounding in
நாடன்,PERSON,man from the country
வருவதோர்,O,verb meaning when he comes
காலையின்,NATURE,at the time
இன்முகம்,O,noun meaning sweet face
திரியாது,O,verb meaning not differing
கடவுள்,DEITY,goddess
கற்பின்,O,noun meaning with virtue like
அவன்,PERSON,him
எதிர்,O,adverb meaning in front
பேணி,O,verb meaning welcoming
மடவை,O,adjective meaning naive woman
மன்ற,O,particle implying certainty
நீ,O,pronoun meaning you
என,O,quotative meaning thus
கடவுபு,O,verb meaning asking
துனியல்,O,verb meaning do not be angry
வாழி,O,expletive meaning may you live long
தோழி,PERSON,O friend
சான்றோர்,PERSON,wise people
புகழும்,O,verb meaning will praise
முன்னர்,O,adverb meaning in front
நாணுப,O,verb meaning they will be ashamed
பழி,O,noun meaning blame
யாங்கு,O,interrogative meaning how
ஒல்பவோ,O,verb meaning will he tolerate
காணுங்கால்,O,verb meaning when facing it
ஏ,O,expletive/particle

poem253,,
கேளார்,O,verb meaning he is unable to hear
ஆகுவர்,O,verb meaning he will be
தோழி,PERSON,O friend
கேட்பின்,O,verb meaning if he hears
விழுமிது,O,adverb meaning finely/greatly
கழிவது,O,verb meaning losing
ஆயினும்,O,verb meaning even if
நெகிழ்,O,verb meaning loosened
நூல்,OBJECT,threads
பூச்சேர்,O,adjective meaning with flowers
அணையின்,OBJECT,in the bed
பெருங்கவின்,O,noun meaning great beauty
தொலைந்த,O,verb meaning ruined
நின்,O,pronoun meaning your
நாள்,O,adjective meaning daily
துயர்,O,noun meaning sorrow
கெட,O,verb meaning to be ruined
பின்,O,adverb meaning after that
நீடலர்,O,verb meaning he will not delay
மாதோ,O,expletive/particle
ஒலி,O,adjective meaning loud/flourishing
கழை,PLANT,bamboo
நிவந்த,O,adjective meaning tall
